# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,6.228517994082702694e-04,2.809929859609119635e-03,3.576344422951149762e-03,3.539942342939524783e-03,7.183977624936044564e-04,3.538192930445235081e-03,2.758952837972449956e-03,2.843406764756902481e-03,8.934307489547365158e-04
-1.042187500000000000e+01,1.188642394111172037e-03,3.892354396842941534e-03,4.768968308392628440e-03,4.887819930133863872e-03,1.231072449808635590e-03,4.975064696675952566e-03,3.969740435486091880e-03,4.023411494078496173e-03,1.400471190159327008e-03
-9.703125000000000000e+00,1.953808269904437362e-03,5.451587674727979144e-03,6.408275924683725158e-03,6.753019777479143428e-03,2.032702989232964153e-03,6.961566335030617593e-03,5.630443002459709252e-03,5.514084741629444314e-03,2.201465238868709207e-03
-8.984375000000000000e+00,3.131418179591009560e-03,7.622657149830417735e-03,8.764172466704913192e-03,9.217344406897424319e-03,3.163884711385908134e-03,9.300848043191365863e-03,7.923524642166243290e-03,7.708559382294091593e-03,3.391890722977807665e-03
-8.265625000000000000e+00,4.812225606044883384e-03,1.033637806842961811e-02,1.195883053646078741e-02,1.236806930459128859e-02,4.964767278959665402e-03,1.244478671642610529e-02,1.086786055785398004e-02,1.070523742195526352e-02,5.119468602635506883e-03
-7.546875000000000000e+00,7.415338365094960825e-03,1.421646590883875530e-02,1.570913582627176536e-02,1.654705515264568577e-02,7.739499699352352449e-03,1.634496761940761045e-02,1.482947996059618030e-02,1.461854211606795559e-02,7.673294889998898138e-03
-6.828125000000000000e+00,1.122848497559086195e-02,1.896558386246571457e-02,2.076946775748370402e-02,2.208695979367528497e-02,1.144368108949926459e-02,2.150164423785246026e-02,1.990590778258670770e-02,1.977465612155702990e-02,1.139432984146204753e-02
-6.109375000000000000e+00,1.671894905554584254e-02,2.526800525469976438e-02,2.688944106561821229e-02,2.873931146696116767e-02,1.707256216347898675e-02,2.798618520244673322e-02,2.655416533107174404e-02,2.655014026612220399e-02,1.653769421380881649e-02
-5.390625000000000000e+00,2.452179432135574363e-02,3.305317388137705287e-02,3.470160163581274132e-02,3.685217796749812313e-02,2.436679975767440040e-02,3.591361822182641966e-02,3.519907393713554017e-02,3.507354740468261733e-02,2.360834281418165356e-02
-4.671875000000000000e+00,3.517337787474626026e-02,4.239463787761272445e-02,4.424983066556701511e-02,4.636267368584442994e-02,3.421682049578437385e-02,4.523251794567609979e-02,4.535176532333794197e-02,4.509339915285644207e-02,3.301298472556528363e-02
-3.953125000000000000e+00,4.842084227841831484e-02,5.395368051198365378e-02,5.589307231376652862e-02,5.788680329346314324e-02,4.677274782111938423e-02,5.628281802162100889e-02,5.764664908389536407e-02,5.636777500679343578e-02,4.561551345935641738e-02
