# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,5.421310670939357562e-02
-3.812500000000000000e+00,5.599057595309579055e-02
-3.687500000000000000e+00,5.788839537120229334e-02
-3.562500000000000000e+00,5.991919724141132192e-02
-3.437500000000000000e+00,6.209744215054569666e-02
-3.312500000000000000e+00,6.443976110584756500e-02
-3.187500000000000000e+00,6.696537698845085596e-02
-3.062500000000000000e+00,6.969662740680836188e-02
-2.937500000000000000e+00,7.265961809799979798e-02
-2.812500000000000000e+00,7.588504558961123303e-02
-2.687500000000000000e+00,7.940924064425816664e-02
-2.562500000000000000e+00,8.327550076869830176e-02
-2.437500000000000000e+00,8.753580068883685950e-02
-2.312500000000000000e+00,9.225299090181504624e-02
-2.187500000000000000e+00,9.750360252202766587e-02
-2.062500000000000000e+00,1.033813251783459175e-01
-1.937500000000000000e+00,1.100010750112051239e-01
-1.812500000000000000e+00,1.175034124768301325e-01
-1.687500000000000000e+00,1.260597787884442378e-01
-1.562500000000000000e+00,1.358818304421738343e-01
-1.437500000000000000e+00,1.472295295942988302e-01
-1.312500000000000000e+00,1.604108631978774513e-01
-1.187500000000000000e+00,1.757688566626721127e-01
-1.062500000000000000e+00,1.936521232509432200e-01
-9.375000000000000000e-01,2.143540641693762461e-01
-8.125000000000000000e-01,2.379994258630707127e-01
-6.875000000000000000e-01,2.643895036790981368e-01
-5.625000000000000000e-01,2.927748122007099996e-01
-4.375000000000000000e-01,3.215500429197464816e-01
-3.125000000000000000e-01,3.480931410525150982e-01
-1.875000000000000000e-01,3.688352919750240155e-01
-6.250000000000000000e-02,3.799875261406429616e-01
6.250000000000000000e-02,3.791953093095266625e-01
1.875000000000000000e-01,3.666989411191607373e-01
3.125000000000000000e-01,3.451211006698544637e-01
4.375000000000000000e-01,3.181593103202380313e-01
5.625000000000000000e-01,2.891976461567198342e-01
6.875000000000000000e-01,2.607808004693172865e-01
8.125000000000000000e-01,2.345020327314140396e-01
9.375000000000000000e-01,2.111055583543108294e-01
1.062500000000000000e+00,1.907505441651352884e-01
1.187500000000000000e+00,1.732591192810839231e-01
1.312500000000000000e+00,1.582862931356721070e-01
1.437500000000000000e+00,1.454436321511844710e-01
1.562500000000000000e+00,1.343695908858721366e-01
1.687500000000000000e+00,1.247628883406668582e-01
1.812500000000000000e+00,1.163794635235117780e-01
1.937500000000000000e+00,1.090175041173825632e-01
2.062500000000000000e+00,1.025126552912290767e-01
2.187500000000000000e+00,9.673021123584849001e-02
2.312500000000000000e+00,9.155955465333169563e-02
2.437500000000000000e+00,8.691039033679125170e-02
2.562500000000000000e+00,8.270859460336543734e-02
2.687500000000000000e+00,7.889305462456626394e-02
2.812500000000000000e+00,7.541312283429625618e-02
2.937500000000000000e+00,7.222654789676763443e-02
3.062500000000000000e+00,6.929783940765320283e-02
3.187500000000000000e+00,6.659698435607804001e-02
3.312500000000000000e+00,6.409843816466974376e-02
3.437500000000000000e+00,6.178032748190773887e-02
3.562500000000000000e+00,5.962381610747105598e-02
3.687500000000000000e+00,5.761259707774372962e-02
3.812500000000000000e+00,5.573248290376350139e-02
3.937500000000000000e+00,5.397107269693483811e-02
