# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,1.201142845428513573e+00
-2.812500000000000000e+00,1.287378309909955165e+00
-2.687500000000000000e+00,1.736954123907921144e+00
-2.562500000000000000e+00,1.776505920579818820e+00
-2.437500000000000000e+00,1.704988683499466084e+00
-2.312500000000000000e+00,1.405009070129495052e+00
-2.187500000000000000e+00,1.604353244943228951e+00
-2.062500000000000000e+00,1.493237833417658145e+00
-1.937500000000000000e+00,1.428088057583675408e+00
-1.812500000000000000e+00,1.449241378870384844e+00
-1.687500000000000000e+00,1.353711351905510174e+00
-1.562500000000000000e+00,1.261434226787780055e+00
-1.437500000000000000e+00,1.163740728950406478e+00
-1.312500000000000000e+00,1.050879499168859699e+00
-1.187500000000000000e+00,9.261915805823087711e-01
-1.062500000000000000e+00,8.121171848228574408e-01
-9.375000000000000000e-01,6.977280678440817008e-01
-8.125000000000000000e-01,6.121190850983061482e-01
-6.875000000000000000e-01,5.229730942680246297e-01
-5.625000000000000000e-01,4.319275085031391570e-01
-4.375000000000000000e-01,3.466729494967280556e-01
-3.125000000000000000e-01,2.513764081929865113e-01
-1.875000000000000000e-01,1.548409230376364965e-01
-6.250000000000000000e-02,5.882402573248134148e-02
6.250000000000000000e-02,-4.229027158490094446e-02
1.875000000000000000e-01,-1.452216631959358517e-01
3.125000000000000000e-01,-2.469541037415856344e-01
4.375000000000000000e-01,-3.494154054981705171e-01
5.625000000000000000e-01,-4.500186058422012136e-01
6.875000000000000000e-01,-5.537926868592547569e-01
8.125000000000000000e-01,-6.557544231643930299e-01
9.375000000000000000e-01,-7.525116025645737228e-01
1.062500000000000000e+00,-8.608535234141382331e-01
1.187500000000000000e+00,-1.005146311400513914e+00
1.312500000000000000e+00,-1.130389694461267025e+00
1.437500000000000000e+00,-1.208843380451351424e+00
1.562500000000000000e+00,-1.264072504323536128e+00
1.687500000000000000e+00,-1.310877918820580357e+00
1.812500000000000000e+00,-1.329274244350711731e+00
1.937500000000000000e+00,-1.410806464641643165e+00
2.062500000000000000e+00,-1.465837490301213686e+00
2.187500000000000000e+00,-1.885544676120119334e+00
2.312500000000000000e+00,-2.047610238618818634e+00
2.437500000000000000e+00,-2.199134072991170807e+00
2.562500000000000000e+00,-2.359015658173903685e+00
2.687500000000000000e+00,-1.930505908300055307e+00
2.812500000000000000e+00,-1.970073384701080066e+00
2.937500000000000000e+00,-3.048478880748084485e+00
3.062500000000000000e+00,-2.980752008855716007e+00
3.187500000000000000e+00,-2.592217766521081046e+00
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
