# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,6.930447001687210437e-04,3.224205823461614388e-03,3.596266002810714641e-03,3.533734387459050268e-03,8.416270890813773225e-04,3.724801968182334892e-03,2.749722798947161050e-03,2.942467028895223279e-03,1.027095399171149047e-03
-1.042187500000000000e+01,1.200658241256308397e-03,4.334026848889904922e-03,4.805975810189918283e-03,4.939039451802650950e-03,1.381288461631004954e-03,5.259594134826581571e-03,4.222187875509735532e-03,4.164165081801009596e-03,1.502323014614070874e-03
-9.703125000000000000e+00,1.879389291455937265e-03,5.964901337751209696e-03,6.695935809684079414e-03,6.527251876778503506e-03,2.151929140291636722e-03,7.316152203686574797e-03,5.668827327775501600e-03,5.816824837008225703e-03,2.312340642810902132e-03
-8.984375000000000000e+00,2.979200946580079935e-03,8.113199050319486183e-03,9.180017730919263000e-03,8.816065142833161630e-03,3.294388808116880795e-03,9.911730606593609216e-03,7.708672094390002505e-03,7.903428201851036422e-03,3.593466063850439280e-03
-8.265625000000000000e+00,4.800065311599458970e-03,1.089424758114586854e-02,1.251963990376512778e-02,1.188752667236349023e-02,5.252411869180215014e-03,1.304203508686243435e-02,1.068852346451828333e-02,1.080839396924639616e-02,5.196599981560450637e-03
-7.546875000000000000e+00,7.475945472906850298e-03,1.515558186429395542e-02,1.630355553205136213e-02,1.619026708135040335e-02,8.387488345852681798e-03,1.721247256111670815e-02,1.478739083818735728e-02,1.485013385078274954e-02,7.885481368618633621e-03
-6.828125000000000000e+00,1.119773419885145352e-02,2.014727265430513170e-02,2.133508473551897280e-02,2.092265629012537292e-02,1.187957328346037761e-02,2.252084430922010605e-02,1.954442736974101522e-02,2.064668095423636066e-02,1.220596746957963372e-02
-6.109375000000000000e+00,1.682100446550744213e-02,2.623699287456029983e-02,2.765652291397360796e-02,2.748439498317030438e-02,1.722617910036418690e-02,2.923918884115481176e-02,2.642801128286685966e-02,2.750665164880333052e-02,1.767172198962367949e-02
-5.390625000000000000e+00,2.486986389906349973e-02,3.471686806086393684e-02,3.540182499730434168e-02,3.604376123294072976e-02,2.471834077020468312e-02,3.700469020003437082e-02,3.518257386521848190e-02,3.561283462848582881e-02,2.457851586435267147e-02
-4.671875000000000000e+00,3.421201513386396692e-02,4.531741584138857665e-02,4.494029638089293288e-02,4.589362286161725868e-02,3.389546819784477333e-02,4.610333136727746972e-02,4.625558321117042432e-02,4.477611363599199451e-02,3.485003862779732092e-02
-3.953125000000000000e+00,4.728951403888131955e-02,5.596143466742493217e-02,5.675324125003884668e-02,5.626360585494117467e-02,4.692569005252199971e-02,5.688000012669682665e-02,5.833452070708289305e-02,5.651285813622285853e-02,4.756971847719690394e-02
-3.234375000000000000e+00,6.383973996675475215e-02,6.895068616593537369e-02,6.889041012567463651e-02,6.884591542997303693e-02,6.242605776914581656e-02,6.881366319652808261e-02,7.119036630400163435e-02,6.907040693382661412e-02,6.291416766889683376e-02
-2.515625000000000000e+00,8.208565722841949797e-02,8.274033885555245882e-02,8.135509534318938196e-02,8.154588150966310400e-02,7.909640852619581608e-02,8.027402496167133916e-02,8.525977258989253516e-02,8.191412784953014392e-02,8.078289593310102046e-02
-1.796875000000000000e+00,1.011946947185442119e-01,9.506655849941154923e-02,9.256508783715314270e-02,9.364054697494739177e-02,9.854972619303421777e-02,9.179677073235431584e-02,9.656706779727390610e-02,9.442938006951663577e-02,1.001070802390687103e-01
-1.078125000000000000e+00,1.197503694454570694e-01,1.053108937368267134e-01,1.025497407085487062e-01,1.020475745791266792e-01,1.197573572532029396e-01,1.009863682013161512e-01,1.047814743954766786e-01,1.034934160965790689e-01,1.181307680671844773e-01
-3.593750000000000000e-01,1.348298567690364436e-01,1.115297896423267932e-01,1.077511736254120056e-01,1.059695443925466329e-01,1.350845240333536645e-01,1.046758689658619929e-01,1.088995618558562806e-01,1.088156031606814372e-01,1.316659964396323934e-01
3.593750000000000000e-01,1.425299416389420315e-01,1.121149311776367674e-01,1.077748679605458615e-01,1.050973534014055799e-01,1.434706151555717180e-01,1.048522253821217026e-01,1.084291623387814429e-01,1.098102571521122756e-01,1.395850996005499334e-01
1.078125000000000000e+00,1.405552141639622721e-01,1.072522398416601436e-01,1.020537150672736620e-01,1.008848536934228157e-01,1.422918231034430991e-01,9.933145750386512818e-02,1.043453138947752767e-01,1.060125591880473200e-01,1.395454719941825739e-01
1.796875000000000000e+00,1.311238568488720391e-01,9.751542907830330897e-02,9.290088613619544577e-02,9.350025547545416649e-02,1.294849277491489092e-01,9.070686422679019589e-02,9.504987803062542318e-02,9.627430468010296505e-02,1.271627155589019065e-01
2.515625000000000000e+00,1.098143278487673374e-01,8.452437004751056637e-02,8.270796057261743661e-02,8.316852717309236587e-02,1.089737837893766104e-01,8.039564791604171534e-02,8.370261429764788708e-02,8.327244678487220886e-02,1.091416852663854853e-01
3.234375000000000000e+00,8.148498475562232501e-02,6.967298267931175404e-02,7.033124329099943450e-02,7.111205342041070077e-02,8.376951712717203846e-02,6.833225229340064710e-02,7.163018015148175932e-02,7.125341777556760958e-02,8.412056697629252677e-02
3.953125000000000000e+00,5.706468008936550762e-02,5.730858658380508230e-02,5.735436461346810066e-02,5.901930821447340381e-02,5.721784130237442256e-02,5.783474606509326349e-02,5.818856840369941719e-02,5.771698568826603287e-02,5.796050865118736184e-02
4.671875000000000000e+00,3.502901142752139207e-02,4.584079767029083929e-02,4.622713952849640678e-02,4.741924539987772691e-02,3.543067844303129238e-02,4.758411533585558267e-02,4.555162416120161345e-02,4.559203116824472879e-02,3.705695513084778653e-02
5.390625000000000000e+00,1.958754024827333989e-02,3.577180190661285314e-02,3.642043530010297125e-02,3.741431757939156499e-02,1.995258457908355085e-02,3.881914786325854627e-02,3.525068227610182042e-02,3.610548305410150871e-02,2.282217520248385964e-02
6.109375000000000000e+00,9.933606762657136435e-03,2.629880816145260813e-02,2.804362735318438604e-02,2.954367599052929241e-02,1.065243956231132563e-02,3.038595883485663979e-02,2.682048567040771700e-02,2.723241171778214426e-02,1.233982418093207932e-02
6.828125000000000000e+00,4.911881371112420194e-03,1.919733910622195908e-02,2.175574920359166220e-02,2.222920945787509872e-02,5.220628629700396588e-03,2.329501517334738731e-02,1.998194726067502661e-02,2.046482494944030020e-02,5.594511927200293902e-03
7.546875000000000000e+00,2.261641021901839715e-03,1.381020257914901232e-02,1.650227757277755725e-02,1.632037232092281229e-02,2.273567093019053173e-03,1.762894259714103268e-02,1.466091828931711388e-02,1.540683150324361622e-02,2.419107471792717508e-03
8.265625000000000000e+00,1.010964077239838704e-03,9.845985087798740307e-03,1.258102748884839563e-02,1.176341461928715609e-02,1.051543901008645350e-03,1.291428513549975308e-02,1.070779263462656727e-02,1.151102045730820547e-02,9.727328652904554136e-04
8.984375000000000000e+00,4.891053743814211419e-04,7.099734575866403948e-03,9.312697706154508120e-03,8.767297924558777045e-03,4.309093547111425559e-04,9.432422316221751243e-03,7.449456869811782629e-03,8.266757256249162092e-03,4.051352660039056323e-04
9.703125000000000000e+00,2.423296959073793875e-04,5.349163800513247365e-03,6.762814577726973704e-03,6.401018890422803705e-03,1.436082962573778264e-04,6.884365074266109684e-03,5.058720388593417050e-03,5.895707306912259527e-03,1.485934242663683534e-04
1.042187500000000000e+01,1.012028638733448180e-04,3.567020846412997589e-03,4.830167110993610798e-03,4.696237368314571357e-03,4.774326203154428977e-05,4.853529302120346625e-03,3.625378458942179680e-03,4.336281794299661624e-03,2.856467134063382383e-05
1.114062500000000000e+01,4.530580933998821055e-05,2.470541179081829804e-03,3.445505635980971627e-03,3.415818175006465202e-03,2.367758436340635498e-05,3.291835342821247852e-03,2.582940921487981989e-03,2.889541266077012664e-03,6.522391369571739554e-06
