# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,4.312221060539902368e-02,1.394839823691894076e-01,1.088202427794712213e-01
-7.612499999999999822e-01,5.640089419534673187e-02,1.836104724729942239e-01,1.472345625363495336e-01
-7.087499999999999911e-01,7.574115965326146116e-02,2.370156548436375965e-01,1.949700290131522185e-01
-6.562500000000000000e-01,9.989502329071131559e-02,3.026830643234730833e-01,2.492293753239600562e-01
-6.037500000000000089e-01,1.291357839676171848e-01,3.647187155428975869e-01,3.188041235963062214e-01
-5.512499999999999067e-01,1.668379134267497788e-01,4.209278606937373879e-01,3.970950988187052499e-01
-4.987499999999999156e-01,2.091457950326118809e-01,4.896112021548637006e-01,4.709481694315145184e-01
-4.462499999999999800e-01,2.636172821550820111e-01,5.731335311230596474e-01,5.557574309135538959e-01
-3.937499999999999889e-01,3.234007161519825146e-01,6.465135029759988550e-01,6.492788826480176967e-01
-3.412499999999999423e-01,3.894774932918810273e-01,7.253703017527796115e-01,7.411256270815089753e-01
-2.887499999999999512e-01,4.783573665432008237e-01,7.917469126426747161e-01,8.335254096591708795e-01
-2.362499999999999600e-01,5.666119193902366957e-01,8.604523292348652541e-01,9.053987711002646765e-01
-1.837499999999999689e-01,6.571948924868250552e-01,9.175072547975913206e-01,9.577006554012021944e-01
-1.312499999999999778e-01,7.363805882204738085e-01,9.614791810760920932e-01,9.955723156241262917e-01
-7.874999999999998668e-02,8.139575368939168110e-01,9.888351414964998698e-01,1.016130826877950977e+00
-2.624999999999999556e-02,8.936318723345569870e-01,1.001276827135827441e+00,1.031419322168277031e+00
2.624999999999999556e-02,9.660610144373421582e-01,1.012225804961850661e+00,1.039837781792528615e+00
7.874999999999998668e-02,1.022881684713575989e+00,9.999187985939911316e-01,1.014067641430627775e+00
1.312499999999999778e-01,1.061055479352684294e+00,9.702194783058432082e-01,9.831061503338143215e-01
1.837500000000000244e-01,1.081474321751072720e+00,9.203830162803103843e-01,9.249233966534008422e-01
2.362500000000000711e-01,1.090732884999248586e+00,8.602457565149107532e-01,8.674264605946498952e-01
2.887500000000000622e-01,1.078897018294115773e+00,7.755971962576986289e-01,7.875008191796810664e-01
3.412500000000000533e-01,1.036483505873160738e+00,7.038516570508676073e-01,7.095703686608570981e-01
3.937500000000000444e-01,9.687222608335025464e-01,6.271352406143582137e-01,6.253290996038851635e-01
4.462500000000000355e-01,9.068440233572889753e-01,5.471500700507165860e-01,5.471685375449362176e-01
4.987500000000000266e-01,8.240214225413575733e-01,4.715417375677001255e-01,4.683360099834651957e-01
5.512500000000000178e-01,7.419107815334765599e-01,3.971834310452646566e-01,3.976012017737984294e-01
6.037500000000000089e-01,6.554582639151245171e-01,3.342924383125437937e-01,3.261911073184754484e-01
6.562500000000000000e-01,5.630212905899489861e-01,2.796651019714133657e-01,2.686026668904147319e-01
7.087499999999999911e-01,4.705432294922303194e-01,2.267630317731056389e-01,2.169243833958481027e-01
7.612499999999999822e-01,3.750876057808817388e-01,1.808661715148121296e-01,1.694871928484144585e-01
8.137499999999999734e-01,3.015158125142093359e-01,1.362141821675090791e-01,1.285353866407469292e-01
