# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.567034520503882811e-01,5.377118763384825861e+00,6.636068963510942664e-01,7.261541459251772856e+00,-5.560227606969697645e-02,2.416270330824101253e-01,-2.173944524481741941e-02,1.629750396045465469e-02,-1.265904341668546707e-01,5.645091302792398791e-02,-9.666730707016023272e-02,3.565031172109406343e-01,3.277297252413715056e-01,3.131050811882940543e-01
