# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,7.738084436887021633e-02,1.405621182367899069e-01,1.097319472003229907e-01
-7.612499999999999822e-01,1.035651854531497995e-01,1.805760081175058485e-01,1.494786163486924724e-01
-7.087499999999999911e-01,1.346659794896330198e-01,2.295992858468609288e-01,1.964653406453905349e-01
-6.562500000000000000e-01,1.732527200073376572e-01,2.832437489065849912e-01,2.565130697283732886e-01
-6.037500000000000089e-01,2.194281711972283777e-01,3.456452756113169711e-01,3.213979046524809702e-01
-5.512499999999999067e-01,2.746914521139416365e-01,4.126946055985232231e-01,3.935525564022846479e-01
-4.987499999999999156e-01,3.377293801685777308e-01,4.894594134321791357e-01,4.744041353819491436e-01
-4.462499999999999800e-01,4.085083840396678823e-01,5.683572404569486869e-01,5.603277621491310478e-01
-3.937499999999999889e-01,4.837550524947776820e-01,6.482219392648145284e-01,6.504134213062519043e-01
-3.412499999999999423e-01,5.657641626282986502e-01,7.263556635702048681e-01,7.325216271560707204e-01
-2.887499999999999512e-01,6.517893866711990114e-01,8.014752684239953018e-01,8.145150087776589221e-01
-2.362499999999999600e-01,7.310658658141500066e-01,8.613444013445198388e-01,8.876388929394782856e-01
-1.837499999999999689e-01,8.115404184699296364e-01,9.151260551672032451e-01,9.476586287300390321e-01
-1.312499999999999778e-01,8.857525587723025229e-01,9.580007607641721767e-01,1.000230223071865376e+00
-7.874999999999998668e-02,9.449897822722391760e-01,9.898781598521414482e-01,1.032009134689404029e+00
-2.624999999999999556e-02,9.984431020451197680e-01,1.005055388497640534e+00,1.043023759272316386e+00
2.624999999999999556e-02,1.033020893586334310e+00,1.001594516465564411e+00,1.035070801864858669e+00
7.874999999999998668e-02,1.043606680976458589e+00,9.866876872122829489e-01,1.016058380182726761e+00
1.312499999999999778e-01,1.039381504229273112e+00,9.593471436714030576e-01,9.837798709793814655e-01
1.837500000000000244e-01,1.022986617662106967e+00,9.106609265082763471e-01,9.334505182755189479e-01
2.362500000000000711e-01,9.843856919587744558e-01,8.515364813242972675e-01,8.683829835787902907e-01
2.887500000000000622e-01,9.300573509370960723e-01,7.838965096184488113e-01,7.985115964683090484e-01
3.412500000000000533e-01,8.717837787962707807e-01,7.103742708861914279e-01,7.165737480406320081e-01
3.937500000000000444e-01,8.014519825217130133e-01,6.331930431438885787e-01,6.346970579987144534e-01
4.462500000000000355e-01,7.230255396809799340e-01,5.564787776630153449e-01,5.483627582220989005e-01
4.987500000000000266e-01,6.348084716697106611e-01,4.821389598798979659e-01,4.659168529793937807e-01
5.512500000000000178e-01,5.512431441984704250e-01,4.133528234279324476e-01,3.927003961537287591e-01
6.037500000000000089e-01,4.667654269599638694e-01,3.477156335930682296e-01,3.249750090919666379e-01
6.562500000000000000e-01,3.888898582872803433e-01,2.872429198392080218e-01,2.628224227295778426e-01
7.087499999999999911e-01,3.132758171589564156e-01,2.349363061071566283e-01,2.097937546350009674e-01
7.612499999999999822e-01,2.471174927391867060e-01,1.862415876674657633e-01,1.629777617654852295e-01
8.137499999999999734e-01,1.934963502500556265e-01,1.466261275195545333e-01,1.236631062011591953e-01
