# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,9.936170484633028988e-01
-3.812500000000000000e+00,9.931875898672019032e-01
-3.687500000000000000e+00,9.927131178672849998e-01
-3.562500000000000000e+00,9.921870813217436025e-01
-3.437500000000000000e+00,9.916016835144308983e-01
-3.312500000000000000e+00,9.909475837125271136e-01
-3.187500000000000000e+00,9.902135105296051565e-01
-3.062500000000000000e+00,9.893857553100924296e-01
-2.937500000000000000e+00,9.884474998210224239e-01
-2.812500000000000000e+00,9.873779111469984660e-01
-2.687500000000000000e+00,9.861509029040430585e-01
-2.562500000000000000e+00,9.847334067281305892e-01
-2.437500000000000000e+00,9.830829042508008042e-01
-2.312500000000000000e+00,9.811438025883140179e-01
-2.187500000000000000e+00,9.788419202627830495e-01
-2.062500000000000000e+00,9.760759339242547350e-01
-1.937500000000000000e+00,9.727069454675155713e-01
-1.812500000000000000e+00,9.685469181285979445e-01
-1.687500000000000000e+00,9.633326005992279839e-01
-1.562500000000000000e+00,9.566790617137932440e-01
-1.437500000000000000e+00,9.480274866673288336e-01
-1.312500000000000000e+00,9.365769611488243829e-01
-1.187500000000000000e+00,9.211758932005573719e-01
-1.062500000000000000e+00,9.001120922841127081e-01
-9.375000000000000000e-01,8.708508006230698539e-01
-8.125000000000000000e-01,8.298369331347748012e-01
-6.875000000000000000e-01,7.724162879551378369e-01
-5.625000000000000000e-01,6.931537955330105971e-01
-4.375000000000000000e-01,5.865258611688496382e-01
-3.125000000000000000e-01,4.483129333819499962e-01
-1.875000000000000000e-01,2.788955982344234474e-01
-6.250000000000000000e-02,8.646412336014908107e-02
6.250000000000000000e-02,-1.137809481180506038e-01
1.875000000000000000e-01,-3.040812086636903167e-01
3.125000000000000000e-01,-4.699052108550392237e-01
4.375000000000000000e-01,-6.044470882602989148e-01
5.625000000000000000e-01,-7.078771515892942068e-01
6.875000000000000000e-01,-7.841135331745666681e-01
8.125000000000000000e-01,-8.387554174804091600e-01
9.375000000000000000e-01,-8.774469457719458187e-01
1.062500000000000000e+00,-9.049110046548713981e-01
1.187500000000000000e+00,-9.246407274225626471e-01
1.312500000000000000e+00,-9.390697571144771549e-01
1.437500000000000000e+00,-9.498308897068303835e-01
1.562500000000000000e+00,-9.580127819915655873e-01
1.687500000000000000e+00,-9.643556171365682550e-01
1.812500000000000000e+00,-9.693519559459129464e-01
1.937500000000000000e+00,-9.733433405668635574e-01
2.062500000000000000e+00,-9.765854577375097101e-01
2.187500000000000000e+00,-9.792580908656455252e-01
2.312500000000000000e+00,-9.814895440000723781e-01
2.437500000000000000e+00,-9.833738111793618453e-01
2.562500000000000000e+00,-9.849807612676684254e-01
2.687500000000000000e+00,-9.863631607811306212e-01
2.812500000000000000e+00,-9.875615292673816104e-01
2.937500000000000000e+00,-9.886074887906547426e-01
3.062500000000000000e+00,-9.895260584367510104e-01
3.187500000000000000e+00,-9.903372698438240862e-01
3.312500000000000000e+00,-9.910573305163332680e-01
3.437500000000000000e+00,-9.916994773316101242e-01
3.562500000000000000e+00,-9.922746128400108390e-01
3.687500000000000000e+00,-9.927917862895797585e-01
3.812500000000000000e+00,-9.932585617768990849e-01
3.937500000000000000e+00,-9.936813031388535000e-01
