# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,nan
-2.562500000000000000e+00,-4.178774545454546074e-01
-2.437500000000000000e+00,-1.193468750000000467e-01
-2.312500000000000000e+00,4.535555399061033666e-02
-2.187500000000000000e+00,1.258151726804124237e-01
-2.062500000000000000e+00,2.574292288911493864e-01
-1.937500000000000000e+00,3.086388434731246466e-01
-1.812500000000000000e+00,3.772524641148327640e-01
-1.687500000000000000e+00,4.574810423086313471e-01
-1.562500000000000000e+00,5.040634792547357135e-01
-1.437500000000000000e+00,4.951472527936875423e-01
-1.312500000000000000e+00,5.279593519904222099e-01
-1.187500000000000000e+00,5.252022393191957406e-01
-1.062500000000000000e+00,5.053294551905452847e-01
-9.375000000000000000e-01,4.869833441909280913e-01
-8.125000000000000000e-01,4.567477869917606625e-01
-6.875000000000000000e-01,4.175178297485152568e-01
-5.625000000000000000e-01,3.739617713327382797e-01
-4.375000000000000000e-01,3.147237460820451194e-01
-3.125000000000000000e-01,2.411567757917543464e-01
-1.875000000000000000e-01,1.523782960735148850e-01
-6.250000000000000000e-02,6.192650111845897365e-02
6.250000000000000000e-02,-3.417056547100583153e-02
1.875000000000000000e-01,-1.250432869563577187e-01
3.125000000000000000e-01,-2.161175144100532519e-01
4.375000000000000000e-01,-3.052455370766401499e-01
5.625000000000000000e-01,-3.754829277327754733e-01
6.875000000000000000e-01,-4.389899028324053543e-01
8.125000000000000000e-01,-4.910218744964396920e-01
9.375000000000000000e-01,-5.237072524026974429e-01
1.062500000000000000e+00,-5.422785408835577581e-01
1.187500000000000000e+00,-5.423208447717098313e-01
1.312500000000000000e+00,-5.172140276820716975e-01
1.437500000000000000e+00,-4.951328629067581200e-01
1.562500000000000000e+00,-4.634753936670356622e-01
1.687500000000000000e+00,-4.167052820239126598e-01
1.812500000000000000e+00,-3.578656287405466707e-01
1.937500000000000000e+00,-3.244727851766069371e-01
2.062500000000000000e+00,-2.538919703296706465e-01
2.187500000000000000e+00,-9.542275000000015328e-02
2.312500000000000000e+00,-1.058552721088431604e-02
2.437500000000000000e+00,1.549526747967479579e-01
2.562500000000000000e+00,1.826438260869565344e-01
2.687500000000000000e+00,1.529179999999999706e-01
2.812500000000000000e+00,5.267412941176471408e-01
2.937500000000000000e+00,7.552479473684210465e-01
3.062500000000000000e+00,8.303725454545453077e-01
3.187500000000000000e+00,8.557979999999999476e-01
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
