# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,4.505343609579811476e-02,1.460051418410979462e-01,1.046239150510458044e-01
-7.612499999999999822e-01,6.177012369711840090e-02,1.892160344984529785e-01,1.456902625294501097e-01
-7.087499999999999911e-01,8.835983207029403375e-02,2.381008311080000939e-01,1.941425861398187735e-01
-6.562500000000000000e-01,1.164357694513074998e-01,2.878376068841929092e-01,2.563727318900179686e-01
-6.037500000000000089e-01,1.537059394773203080e-01,3.512292282711572122e-01,3.215222062064500008e-01
-5.512499999999999067e-01,1.902496420615159833e-01,4.197365178076118974e-01,3.976701566759892059e-01
-4.987499999999999156e-01,2.443327751652445146e-01,4.871006220762250094e-01,4.792367636666663433e-01
-4.462499999999999800e-01,3.032518580469065750e-01,5.662550904930654383e-01,5.585103144830252386e-01
-3.937499999999999889e-01,3.711084845436679047e-01,6.407955631908077709e-01,6.387282723132710061e-01
-3.412499999999999423e-01,4.451936164079730585e-01,7.121483868324264277e-01,7.221076796555681021e-01
-2.887499999999999512e-01,5.270838592636032383e-01,7.932938865656490313e-01,8.122729827372073830e-01
-2.362499999999999600e-01,6.204236320365695834e-01,8.711726433110380530e-01,8.899357999751327242e-01
-1.837499999999999689e-01,7.097644540507882516e-01,9.367610877048836437e-01,9.431709143083503166e-01
-1.312499999999999778e-01,7.897640700276474801e-01,9.765341110868007712e-01,9.954832751556124126e-01
-7.874999999999998668e-02,8.665203480088540244e-01,1.008161037947124861e+00,1.026172114486024967e+00
-2.624999999999999556e-02,9.283457236659395928e-01,1.010739168542488686e+00,1.039274976020827967e+00
2.624999999999999556e-02,9.885880799810518038e-01,1.004626319141074253e+00,1.043917106832767505e+00
7.874999999999998668e-02,1.025999626583925961e+00,9.920692331094045358e-01,1.020583440492037086e+00
1.312499999999999778e-01,1.054380357304215199e+00,9.605962063127310158e-01,9.938411360460117638e-01
1.837500000000000244e-01,1.057862111163422991e+00,9.119547567147013867e-01,9.339969191952849359e-01
2.362500000000000711e-01,1.047666579514898944e+00,8.362653179578114493e-01,8.609897016030062522e-01
2.887500000000000622e-01,1.032924121309145793e+00,7.634041640839925869e-01,7.886673371550182443e-01
3.412500000000000533e-01,9.823399293437421465e-01,6.888458349174031436e-01,7.180199743768326259e-01
3.937500000000000444e-01,9.197813862448358524e-01,6.199966393795891539e-01,6.361605161346739479e-01
4.462500000000000355e-01,8.513842875665119658e-01,5.430265034539500935e-01,5.480334137112197190e-01
4.987500000000000266e-01,7.680771900572080924e-01,4.734870213058378630e-01,4.698542212643160298e-01
5.512500000000000178e-01,6.848521924518493620e-01,4.096235791626210432e-01,3.939821997870781578e-01
6.037500000000000089e-01,6.032157070742188987e-01,3.455519364602511190e-01,3.257440874880727644e-01
6.562500000000000000e-01,5.186991844248611816e-01,2.906086835047415606e-01,2.703723468014883613e-01
7.087499999999999911e-01,4.286702977470958631e-01,2.380934840192687474e-01,2.188488064613876571e-01
7.612499999999999822e-01,3.457103833991376218e-01,1.879061718578078077e-01,1.688843359785165144e-01
8.137499999999999734e-01,2.761040493824112874e-01,1.464762380768773187e-01,1.308085529969154615e-01
