# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,3.783978415417718622e-02
-3.812500000000000000e+00,3.908281283673472467e-02
-3.687500000000000000e+00,4.041025342422227551e-02
-3.562500000000000000e+00,4.183100336394030005e-02
-3.437500000000000000e+00,4.335525543580358993e-02
-3.312500000000000000e+00,4.499474213188212057e-02
-3.187500000000000000e+00,4.676303738439131080e-02
-3.062500000000000000e+00,4.867593187020745338e-02
-2.937500000000000000e+00,5.075190348588334843e-02
-2.812500000000000000e+00,5.301271192121565640e-02
-2.687500000000000000e+00,5.548415624687388220e-02
-2.562500000000000000e+00,5.819704778076940227e-02
-2.437500000000000000e+00,6.118846735985711965e-02
-2.312500000000000000e+00,6.450339395854577662e-02
-2.187500000000000000e+00,6.819679707229342469e-02
-2.062500000000000000e+00,7.233621404857824844e-02
-1.937500000000000000e+00,7.700475294222783318e-02
-1.812500000000000000e+00,8.230557663981333261e-02
-1.687500000000000000e+00,8.836827404308009171e-02
-1.562500000000000000e+00,9.535397747192261853e-02
-1.437500000000000000e+00,1.034580157987311094e-01
-1.312500000000000000e+00,1.129141026507228251e-01
-1.187500000000000000e+00,1.239950505519231971e-01
-1.062500000000000000e+00,1.369920769698349527e-01
-9.375000000000000000e-01,1.521652818184375533e-01
-8.125000000000000000e-01,1.696431266483648115e-01
-6.875000000000000000e-01,1.892779073026382708e-01
-5.625000000000000000e-01,2.104844985885483133e-01
-4.375000000000000000e-01,2.320542130225534128e-01
-3.125000000000000000e-01,2.519858799830009821e-01
-1.875000000000000000e-01,2.675302987969589985e-01
-6.250000000000000000e-02,2.758615961110654768e-01
6.250000000000000000e-02,2.752171781989588006e-01
1.875000000000000000e-01,2.657117731841923680e-01
3.125000000000000000e-01,2.493160172292296639e-01
4.375000000000000000e-01,2.289261897224393050e-01
5.625000000000000000e-01,2.072011887961630050e-01
6.875000000000000000e-01,1.860584215430647059e-01
8.125000000000000000e-01,1.666521997897864038e-01
9.375000000000000000e-01,1.494960589258206296e-01
1.062500000000000000e+00,1.346718742520480738e-01
1.187500000000000000e+00,1.220101887039700822e-01
1.312500000000000000e+00,1.112289787494464138e-01
1.437500000000000000e+00,1.020299093548317770e-01
1.562500000000000000e+00,9.414133357733682483e-02
1.687500000000000000e+00,8.733089778036634554e-02
1.812500000000000000e+00,8.140717767002987604e-02
1.937500000000000000e+00,7.621694522888911028e-02
2.062500000000000000e+00,7.163912118448990951e-02
2.187500000000000000e+00,6.757591738338704357e-02
2.312500000000000000e+00,6.394709185204171253e-02
2.437500000000000000e+00,6.068727508559216416e-02
2.562500000000000000e+00,5.774322795940112218e-02
2.687500000000000000e+00,5.507133749068942458e-02
2.812500000000000000e+00,5.263560605198953912e-02
2.937500000000000000e+00,5.040608775889900833e-02
3.062500000000000000e+00,4.835768062985287136e-02
3.187500000000000000e+00,4.646919099947399712e-02
3.312500000000000000e+00,4.472260412406232899e-02
3.437500000000000000e+00,4.310251107173973528e-02
3.562500000000000000e+00,4.159565471803548797e-02
3.687500000000000000e+00,4.019056718435337627e-02
3.812500000000000000e+00,3.887727804873432336e-02
3.937500000000000000e+00,3.764707777839908925e-02
