# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,3.160134720124158081e-02,1.488628301320527036e-01,1.007695219268939651e-01
-7.612499999999999822e-01,4.257785199459068748e-02,1.887842796177405802e-01,1.407412264444625749e-01
-7.087499999999999911e-01,5.730708611479234244e-02,2.374874191471148532e-01,1.845158704845293873e-01
-6.562500000000000000e-01,7.831293194771923871e-02,2.899931915330207777e-01,2.386955407322210176e-01
-6.037500000000000089e-01,1.004099888135966956e-01,3.521457214502291544e-01,3.064186990148253242e-01
-5.512499999999999067e-01,1.362695348519242788e-01,4.205782760658670072e-01,3.781475891363575426e-01
-4.987499999999999156e-01,1.776368173783921256e-01,4.932964195629701565e-01,4.547927862144555688e-01
-4.462499999999999800e-01,2.258864935534513896e-01,5.722010427902696206e-01,5.426894209200581187e-01
-3.937499999999999889e-01,2.799629462393199986e-01,6.470701583788482925e-01,6.400366151372629542e-01
-3.412499999999999423e-01,3.463761483666106256e-01,7.211774792022299652e-01,7.312119297964486675e-01
-2.887499999999999512e-01,4.183498977205120095e-01,8.065658640768291754e-01,8.173431760318006223e-01
-2.362499999999999600e-01,5.030961642286845281e-01,8.634990369267570021e-01,8.950817586927659608e-01
-1.837499999999999689e-01,5.993073279784583152e-01,9.246414212415189349e-01,9.531757292282787564e-01
-1.312499999999999778e-01,6.926725444117374231e-01,9.738070196729300410e-01,9.878647669620048699e-01
-7.874999999999998668e-02,7.692299339986913287e-01,1.001848683986207300e+00,1.015070027196140812e+00
-2.624999999999999556e-02,8.476810489047037489e-01,1.015204528985040877e+00,1.028772944224132235e+00
2.624999999999999556e-02,9.306565195335506635e-01,1.017517971642572627e+00,1.041005703563559814e+00
7.874999999999998668e-02,9.908001187600612436e-01,1.002953880796322084e+00,1.030754795821797520e+00
1.312499999999999778e-01,1.049697793743446184e+00,9.703700764397709122e-01,1.002571511823636907e+00
1.837500000000000244e-01,1.081292762072894043e+00,9.154622183072519404e-01,9.337140598079073373e-01
2.362500000000000711e-01,1.102359824240930486e+00,8.458470724580143818e-01,8.784630801792403521e-01
2.887500000000000622e-01,1.099903292430252533e+00,7.717120352055774068e-01,8.093098615498938164e-01
3.412500000000000533e-01,1.078904889071177653e+00,6.928669898717332298e-01,7.223927677440130646e-01
3.937500000000000444e-01,1.039814781243502795e+00,6.158310307276407825e-01,6.469750647551405498e-01
4.462500000000000355e-01,9.829725386168444157e-01,5.423978583994152336e-01,5.600052496358419729e-01
4.987500000000000266e-01,9.001692189513021969e-01,4.678819013740017074e-01,4.745703703909581739e-01
5.512500000000000178e-01,8.283802525403506367e-01,4.029558651012259962e-01,4.014680622312796210e-01
6.037500000000000089e-01,7.354617638167241234e-01,3.438851850216070871e-01,3.339646398588552167e-01
6.562500000000000000e-01,6.294719338353683691e-01,2.781923404086680818e-01,2.725015570577157820e-01
7.087499999999999911e-01,5.221587632577107119e-01,2.237207037549749367e-01,2.202281110161862232e-01
7.612499999999999822e-01,4.246330929714843827e-01,1.681537627764352338e-01,1.728469851064149410e-01
8.137499999999999734e-01,3.442634388290463088e-01,1.307067825642423964e-01,1.315196249339964929e-01
