# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,6.234151877774386091e-02,1.465020285948774037e-01,1.096061559581402167e-01
-7.612499999999999822e-01,8.313796477604251667e-02,1.836472185957687686e-01,1.520441471733601224e-01
-7.087499999999999911e-01,1.096453211238273134e-01,2.281171961006530358e-01,2.008202599489116447e-01
-6.562500000000000000e-01,1.430217756211920599e-01,2.834228234357805132e-01,2.586658803977989751e-01
-6.037500000000000089e-01,1.823353066900059993e-01,3.470514540003780679e-01,3.235401239910861704e-01
-5.512499999999999067e-01,2.303062170556142430e-01,4.188288344754325654e-01,3.978587537523523565e-01
-4.987499999999999156e-01,2.886341442003572677e-01,4.915791174325440660e-01,4.791674606699755090e-01
-4.462499999999999800e-01,3.524569055166308362e-01,5.671268037595128542e-01,5.602416423464490203e-01
-3.937499999999999889e-01,4.270177375990895641e-01,6.473221428937115940e-01,6.481487685559914613e-01
-3.412499999999999423e-01,5.033415115756206815e-01,7.328987340678981832e-01,7.359169727027311536e-01
-2.887499999999999512e-01,5.882553779322892140e-01,8.029835798399183044e-01,8.174938328994624248e-01
-2.362499999999999600e-01,6.762819095262180280e-01,8.707504392699010332e-01,8.939851912069459727e-01
-1.837499999999999689e-01,7.644808397589684112e-01,9.315864027236311351e-01,9.593071156776051822e-01
-1.312499999999999778e-01,8.437879016282888722e-01,9.726594245068012068e-01,1.006570765568502779e+00
-7.874999999999998668e-02,9.091692491459190117e-01,9.980022427332434498e-01,1.039514140467252767e+00
-2.624999999999999556e-02,9.736747905352834964e-01,1.011609998343705241e+00,1.042195323337605561e+00
2.624999999999999556e-02,1.019689442905682197e+00,1.007426976561613730e+00,1.039022360500722719e+00
7.874999999999998668e-02,1.051242090813489405e+00,9.894654976791695811e-01,1.022514956156164390e+00
1.312499999999999778e-01,1.063285326524330721e+00,9.581154507026979905e-01,9.831939506925503336e-01
1.837500000000000244e-01,1.054836617178136038e+00,9.082220602074475568e-01,9.242183411132114390e-01
2.362500000000000711e-01,1.033453014372543777e+00,8.483174281205502210e-01,8.625465391585035446e-01
2.887500000000000622e-01,9.900937059777531468e-01,7.737301442646078442e-01,7.896170394492265654e-01
3.412500000000000533e-01,9.364316260026439576e-01,7.004830267435807611e-01,7.069604355824798958e-01
3.937500000000000444e-01,8.650959102871873529e-01,6.251559055270736742e-01,6.194661429788910212e-01
4.462500000000000355e-01,7.832287288323799279e-01,5.460254764156142748e-01,5.421037546931459783e-01
4.987500000000000266e-01,6.986316393770864996e-01,4.731432092811109213e-01,4.663619579791231096e-01
5.512500000000000178e-01,6.096501741622152304e-01,4.042149777069518612e-01,3.927421833771312931e-01
6.037500000000000089e-01,5.198856581216303452e-01,3.433229787832632884e-01,3.235386181032540720e-01
6.562500000000000000e-01,4.329993940936219810e-01,2.826495143080985928e-01,2.610692243652383837e-01
7.087499999999999911e-01,3.536051466518908004e-01,2.323878785158064453e-01,2.066290970887192935e-01
7.612499999999999822e-01,2.792666792179445134e-01,1.823991195051991310e-01,1.612957715497201627e-01
8.137499999999999734e-01,2.183354216374157608e-01,1.384709625225111485e-01,1.212621401767880330e-01
