# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.659109370073106993e-01,5.807477804233421637e+00,6.391444504240580970e-01,7.405320316475977549e+00,-9.446944072498085487e-02,8.395076128511287650e-02,-3.279295794569645861e-04,1.872890638770908231e-03,-1.085350515211433303e-01,-4.805369988070593706e-02,-1.268195707730932764e-01,3.213507299718252330e-01,3.263922819290964727e-01,3.112546335316651036e-01
