# pos_1,concentration
1.389139705019461386e-03,6.456711514299717791e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,4.083582915964387716e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,2.582684605719886672e+00
2.470278535103651030e-02,7.261751418646177347e-01
4.392845456035934792e-02,2.041791457982193858e-01
7.811706625951746197e-02,1.033365342819637656e+00
1.389139705019461490e-01,1.033073842287954625e+00
2.470278535103651030e-01,1.198188984076619334e+00
4.392845456035935348e-01,9.188061560919874582e-01
7.811706625951745364e-01,9.759561571074356623e-01
