# pos_1,concentration
1.389139705019461386e-03,1.105234712605730474e+00
2.470278535103650856e-03,9.040278588117541814e-01
4.392845456035934966e-03,1.207384032316339617e+00
7.811706625951745156e-03,1.125647421448041419e+00
1.389139705019461560e-02,1.085139536012898809e+00
2.470278535103651030e-02,1.062232734103811582e+00
4.392845456035934792e-02,1.112064240291365413e+00
7.811706625951746197e-02,9.684141308330769249e-01
1.389139705019461490e-01,9.756208235819674446e-01
2.470278535103651030e-01,9.820002616342681234e-01
4.392845456035935348e-01,9.773456008960687003e-01
7.811706625951745364e-01,1.016120140599208188e+00
