# pos_1,concentration
1.389139705019461386e-03,7.843550309077793603e-01
2.470278535103650856e-03,1.323225742501193292e+00
4.392845456035934966e-03,4.606361299206362947e-01
7.811706625951745156e-03,8.368814409742482141e-01
1.389139705019461560e-02,6.723043122066679755e-01
2.470278535103651030e-02,5.040859971433119258e-01
4.392845456035934792e-02,5.704801301324802232e-01
7.811706625951746197e-02,7.113492248281108044e-01
1.389139705019461490e-01,9.076108214790016282e-01
2.470278535103651030e-01,9.905289843866078581e-01
4.392845456035935348e-01,1.063715124632115483e+00
7.811706625951745364e-01,1.064433489924865084e+00
