# pos_1,average_velocity_axis
1.389139705019461386e-03,-6.257440508000314261e-02
2.470278535103650856e-03,-1.286850117768708890e-01
4.392845456035934966e-03,-2.312325848454737376e-01
7.811706625951745156e-03,-3.758857007384408533e-01
1.389139705019461560e-02,-5.212947893326432824e-01
2.470278535103651030e-02,-6.237220045819065195e-01
4.392845456035934792e-02,-6.878668704272238310e-01
7.811706625951746197e-02,-7.401287086335827103e-01
1.389139705019461490e-01,-7.986883688352091060e-01
2.470278535103651030e-01,-8.701463001015212750e-01
4.392845456035935348e-01,-9.485621675298344657e-01
7.811706625951745364e-01,-1.033308307099470635e+00
