# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.730077846754101534e-02
2.470278535103650856e-03,-1.560339067405550340e-01
4.392845456035934966e-03,-2.581701735283173371e-01
7.811706625951745156e-03,-3.778638984149184643e-01
1.389139705019461560e-02,-5.167277022637343231e-01
2.470278535103651030e-02,-6.118775449742206440e-01
4.392845456035934792e-02,-6.610498772195066985e-01
7.811706625951746197e-02,-7.194498082806961570e-01
1.389139705019461490e-01,-7.812826120869184043e-01
2.470278535103651030e-01,-8.477891455997325076e-01
4.392845456035935348e-01,-9.196732714236431905e-01
7.811706625951745364e-01,-9.971730541520543722e-01
