# pos_1,concentration
1.389139705019461386e-03,1.175712305806471392e+02
2.470278535103650856e-03,2.833506926099194345e+01
4.392845456035934966e-03,3.186796079517306524e+01
7.811706625951745156e-03,3.285456405856481155e+01
1.389139705019461560e-02,1.511630107465463091e+01
2.470278535103651030e-02,6.139265006548256132e+00
4.392845456035934792e-02,1.062265359839102086e+00
7.811706625951746197e-02,1.642728202928240622e+00
1.389139705019461490e-01,5.038767024884875934e-01
2.470278535103651030e-01,7.083767315247986307e-01
4.392845456035935348e-01,4.514627779316184863e-01
7.811706625951745364e-01,2.240083913083964484e-01
