# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.867615349267223002e-02
2.470278535103650856e-03,-1.597900078801352541e-01
4.392845456035934966e-03,-2.613233220300710813e-01
7.811706625951745156e-03,-3.851019090169170989e-01
1.389139705019461560e-02,-5.225005317394404436e-01
2.470278535103651030e-02,-6.131939431774571236e-01
4.392845456035934792e-02,-6.637912842085695875e-01
7.811706625951746197e-02,-7.164718489393495648e-01
1.389139705019461490e-01,-7.693879680221500372e-01
2.470278535103651030e-01,-8.402997102367809612e-01
4.392845456035935348e-01,-9.151189105947687974e-01
7.811706625951745364e-01,-9.918842493031451157e-01
