# pos_1,concentration
1.389139705019461386e-03,1.439957990301152506e+02
2.470278535103650856e-03,6.228829880649090711e+00
4.392845456035934966e-03,3.502728449469453498e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,6.228829880649091599e-01
4.392845456035934792e-02,1.401091379787781310e+00
7.811706625951746197e-02,1.181837374833953680e+00
1.389139705019461490e-01,1.439957990301152346e+00
2.470278535103651030e-01,1.058901079710345527e+00
4.392845456035935348e-01,8.056275433779743755e-01
7.811706625951745364e-01,7.287997144809380545e-01
