# pos_1,concentration
1.389139705019461386e-03,5.629537291209445460e-01
2.470278535103650856e-03,8.230875797422737561e-01
4.392845456035934966e-03,5.340648003922932041e-01
7.811706625951745156e-03,7.207840982162914134e-01
1.389139705019461560e-02,5.854718782857821768e-01
2.470278535103651030e-02,6.901272783992913329e-01
4.392845456035934792e-02,5.589878244106001315e-01
7.811706625951746197e-02,7.488145909247027054e-01
1.389139705019461490e-01,8.973482442187854513e-01
2.470278535103651030e-01,9.668113340511170772e-01
4.392845456035935348e-01,1.065281255182494169e+00
7.811706625951745364e-01,1.068161989995531913e+00
