# pos_1,concentration
1.389139705019461386e-03,1.608117135601556891e+00
2.470278535103650856e-03,1.130388401369359475e+00
4.392845456035934966e-03,7.627969339270148641e-01
7.811706625951745156e-03,1.215364676247682851e+00
1.389139705019461560e-02,9.246673529708948625e-01
2.470278535103651030e-02,1.152996169396746984e+00
4.392845456035934792e-02,9.916360141051191457e-01
7.811706625951746197e-02,8.293076614395952229e-01
1.389139705019461490e-01,9.568296956829260846e-01
2.470278535103651030e-01,1.028653445246117126e+00
4.392845456035935348e-01,9.954499987747545964e-01
7.811706625951745364e-01,1.015186964865711472e+00
