# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.849087351086579178e-02
2.470278535103650856e-03,-1.179928899259283098e-01
4.392845456035934966e-03,-2.681432252066273114e-01
7.811706625951745156e-03,-3.981241548862941571e-01
1.389139705019461560e-02,-5.403326839010086369e-01
2.470278535103651030e-02,-6.023914331176906112e-01
4.392845456035934792e-02,-5.308500994554407049e-01
7.811706625951746197e-02,-5.541677440842951441e-01
1.389139705019461490e-01,-5.891068042656241177e-01
2.470278535103651030e-01,-6.662767210637051685e-01
4.392845456035935348e-01,-6.966239821686126543e-01
7.811706625951745364e-01,-7.442936621134255137e-01
