# pos_1,average_velocity_axis
1.389139705019461386e-03,-3.031899002919289168e-02
2.470278535103650856e-03,-9.853402205779522582e-02
4.392845456035934966e-03,-1.899067716129885230e-01
7.811706625951745156e-03,-3.175406108471852673e-01
1.389139705019461560e-02,-4.382559452015317714e-01
2.470278535103651030e-02,-5.315927845634741411e-01
4.392845456035934792e-02,-5.915775771187596899e-01
7.811706625951746197e-02,-6.478961240391512000e-01
1.389139705019461490e-01,-7.137029388559876786e-01
2.470278535103651030e-01,-7.929654191910691097e-01
4.392845456035935348e-01,-8.843498899787880507e-01
7.811706625951745364e-01,-9.824126799043659819e-01
