# pos_1,concentration
1.389139705019461386e-03,7.805379760510920306e+00
2.470278535103650856e-03,1.046676273402529311e+01
4.392845456035934966e-03,6.075760749733930766e+00
7.811706625951745156e-03,4.164043834695331903e+00
1.389139705019461560e-02,1.981365631514309777e+00
2.470278535103651030e-02,9.791487718926891182e-01
4.392845456035934792e-02,3.417615421725335167e-01
7.811706625951746197e-02,7.367154476768663640e-01
1.389139705019461490e-01,9.186331564293619412e-01
2.470278535103651030e-01,1.262764278234019599e+00
4.392845456035935348e-01,1.169583944323781877e+00
7.811706625951745364e-01,7.826267002132507589e-01
