# pos_1,concentration
1.389139705019461386e-03,4.672311241256886660e+02
2.470278535103650856e-03,1.032206094507563563e+02
4.392845456035934966e-03,6.332205196962959803e+01
7.811706625951745156e-03,1.483691942432236210e+01
1.389139705019461560e-02,1.835550844779490731e+01
2.470278535103651030e-02,5.630215060950348516e+00
4.392845456035934792e-02,5.276837664135799466e-01
7.811706625951746197e-02,0.000000000000000000e+00
1.389139705019461490e-01,1.668682586163173498e-01
2.470278535103651030e-01,9.383691768250579379e-02
4.392845456035935348e-01,5.276837664135801409e-02
7.811706625951745364e-01,0.000000000000000000e+00
