# pos_1,max_average_velocity_axis,parameter
1.389139705019461386e-03,7.299770867430445120e-01,0.000000000000000000e+00
2.470278535103650856e-03,6.598461538461538600e-01,0.000000000000000000e+00
4.392845456035934966e-03,5.577398531117117031e-01,0.000000000000000000e+00
7.811706625951745156e-03,4.226985688729888446e-01,0.000000000000000000e+00
1.389139705019461560e-02,2.678514957264953034e-01,0.000000000000000000e+00
2.470278535103651030e-02,1.643076923076922935e-01,0.000000000000000000e+00
4.392845456035934792e-02,1.043198924731203042e-01,2.500000000000000000e-01
7.811706625951746197e-02,1.177632540740382143e-02,2.500000000000000000e-01
1.389139705019461490e-01,-4.426199367997717821e-02,2.500000000000000000e-01
2.470278535103651030e-01,-1.131206713286707494e-01,2.500000000000000000e-01
4.392845456035935348e-01,-1.952810174137640797e-01,2.500000000000000000e-01
7.811706625951745364e-01,-3.094007027747496252e-01,2.500000000000000000e-01
