# pos_1,average_velocity_axis
1.389139705019461386e-03,-6.493703482850642084e-02
2.470278535103650856e-03,-1.477700997872405386e-01
4.392845456035934966e-03,-2.554973001880386785e-01
7.811706625951745156e-03,-4.059332716580885125e-01
1.389139705019461560e-02,-5.203325817692031618e-01
2.470278535103651030e-02,-5.933052050448837100e-01
4.392845456035934792e-02,-6.412123792253868748e-01
7.811706625951746197e-02,-6.816763189689900582e-01
1.389139705019461490e-01,-7.314456861861030612e-01
2.470278535103651030e-01,-7.998923847943245624e-01
4.392845456035935348e-01,-8.851090460561128470e-01
7.811706625951745364e-01,-9.773652464076103552e-01
