# pos_1,average_velocity_axis
1.389139705019461386e-03,-5.370486163503104121e-02
2.470278535103650856e-03,-1.198850876936718574e-01
4.392845456035934966e-03,-2.168285929317321226e-01
7.811706625951745156e-03,-3.577676010838874987e-01
1.389139705019461560e-02,-5.005800113482896663e-01
2.470278535103651030e-02,-6.096736011659387167e-01
4.392845456035934792e-02,-6.797294531609850976e-01
7.811706625951746197e-02,-7.295026235753002686e-01
1.389139705019461490e-01,-7.898657621867242185e-01
2.470278535103651030e-01,-8.630673952830970608e-01
4.392845456035935348e-01,-9.474839160619221712e-01
7.811706625951745364e-01,-1.035848800700742700e+00
