# pos_1,concentration
1.389139705019461386e-03,1.892320458535558103e+01
2.470278535103650856e-03,7.448909960363860883e+00
4.392845456035934966e-03,7.180851254287892615e+00
7.811706625951745156e-03,8.749193722383907357e+00
1.389139705019461560e-02,2.838480687803336178e+00
2.470278535103651030e-02,7.448909960363863103e-01
4.392845456035934792e-02,1.077127688143183715e+00
7.811706625951746197e-02,8.749193722383907801e-01
1.389139705019461490e-01,8.704674109263564885e-01
2.470278535103651030e-01,1.191825593658217830e+00
4.392845456035935348e-01,1.059175560007464378e+00
7.811706625951745364e-01,7.504116154198505750e-01
