# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.345099991701905584e-02
2.470278535103650856e-03,-1.187965230093513957e-01
4.392845456035934966e-03,-2.242700175290477660e-01
7.811706625951745156e-03,-3.410609819204318272e-01
1.389139705019461560e-02,-4.878233686784309575e-01
2.470278535103651030e-02,-5.882499596950048204e-01
4.392845456035934792e-02,-5.815796165626402336e-01
7.811706625951746197e-02,-6.108892080664394264e-01
1.389139705019461490e-01,-6.861487826507588483e-01
2.470278535103651030e-01,-7.561454768063878840e-01
4.392845456035935348e-01,-8.126055897407334916e-01
7.811706625951745364e-01,-8.709874376384559858e-01
