# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.936187092019814981e-02
2.470278535103650856e-03,-1.159526207701693512e-01
4.392845456035934966e-03,-2.984575282064586554e-01
7.811706625951745156e-03,-4.285317976894904568e-01
1.389139705019461560e-02,-5.391871544122783799e-01
2.470278535103651030e-02,-5.438632882690169756e-01
4.392845456035934792e-02,-4.966225990945303814e-01
7.811706625951746197e-02,-4.915414385344015757e-01
1.389139705019461490e-01,-5.315081949612638912e-01
2.470278535103651030e-01,-5.853943801070436992e-01
4.392845456035935348e-01,-6.461034972957353517e-01
7.811706625951745364e-01,-7.132435016331561961e-01
