# pos_1,average_velocity_axis
1.389139705019461386e-03,-4.995426720647695717e-02
2.470278535103650856e-03,-1.126223248862014553e-01
4.392845456035934966e-03,-2.057076306470623506e-01
7.811706625951745156e-03,-3.400998104203855621e-01
1.389139705019461560e-02,-4.815769158677972728e-01
2.470278535103651030e-02,-5.957666978246428657e-01
4.392845456035934792e-02,-6.677877030051344587e-01
7.811706625951746197e-02,-7.229487662187930042e-01
1.389139705019461490e-01,-7.841641047235855533e-01
2.470278535103651030e-01,-8.624445974098273737e-01
4.392845456035935348e-01,-9.508743805393800042e-01
7.811706625951745364e-01,-1.039114288760977667e+00
