# pos_1,average_velocity_axis
1.389139705019461386e-03,-9.203783997974381015e-02
2.470278535103650856e-03,-1.569157827298267582e-01
4.392845456035934966e-03,-2.375169095947464171e-01
7.811706625951745156e-03,-3.603539286700229716e-01
1.389139705019461560e-02,-5.088728557177025769e-01
2.470278535103651030e-02,-6.231817972515597548e-01
4.392845456035934792e-02,-6.956105655227364792e-01
7.811706625951746197e-02,-7.524490918655146743e-01
1.389139705019461490e-01,-8.144370046317560563e-01
2.470278535103651030e-01,-8.869619851849103176e-01
4.392845456035935348e-01,-9.671344666358805409e-01
7.811706625951745364e-01,-1.042569306707189281e+00
