# pos_1,average_velocity_axis
1.389139705019461386e-03,-8.534202470664785378e-02
2.470278535103650856e-03,-1.501626564699694300e-01
4.392845456035934966e-03,-2.524482298321965024e-01
7.811706625951745156e-03,-3.765366387695693873e-01
1.389139705019461560e-02,-5.161102189233756077e-01
2.470278535103651030e-02,-6.099020406398896199e-01
4.392845456035934792e-02,-6.673003076684395074e-01
7.811706625951746197e-02,-7.216617403911875783e-01
1.389139705019461490e-01,-7.827383269685443956e-01
2.470278535103651030e-01,-8.520593261746332026e-01
4.392845456035935348e-01,-9.242120213925820726e-01
7.811706625951745364e-01,-9.994406647926322718e-01
