# pos_1,concentration
1.389139705019461386e-03,6.152684395908909032e+00
2.470278535103650856e-03,8.649771741683492721e+00
4.392845456035934966e-03,4.377711693431097117e+00
7.811706625951745156e-03,2.644121394613873299e+00
1.389139705019461560e-02,1.999622428670394969e+00
2.470278535103651030e-02,9.514748915851846123e-01
4.392845456035934792e-02,8.106873506353882153e-01
7.811706625951746197e-02,7.567657784584533864e-01
1.389139705019461490e-01,9.587933183624715028e-01
2.470278535103651030e-01,8.303780872016155445e-01
4.392845456035935348e-01,1.237108897069602698e+00
7.811706625951745364e-01,8.798541882077199894e-01
