# pos_1,average_velocity_axis
1.389139705019461386e-03,-1.095901793207301328e-01
2.470278535103650856e-03,-1.010050394875208757e-01
4.392845456035934966e-03,-1.644691924990445142e-01
7.811706625951745156e-03,-4.106155036811161008e-01
1.389139705019461560e-02,-5.364857162393141810e-01
2.470278535103651030e-02,-5.396319753597697000e-01
4.392845456035934792e-02,-4.504805740903942146e-01
7.811706625951746197e-02,-4.564636266346465687e-01
1.389139705019461490e-01,-4.735670524166097906e-01
2.470278535103651030e-01,-4.424139833391573240e-01
4.392845456035935348e-01,-4.773734067813846238e-01
7.811706625951745364e-01,-4.198982587230649655e-01
