# pos_1,average_velocity_axis
1.389139705019461386e-03,-6.605669500845311182e-02
2.470278535103650856e-03,-1.393541615940630252e-01
4.392845456035934966e-03,-2.301561078100747282e-01
7.811706625951745156e-03,-3.655730178745799086e-01
1.389139705019461560e-02,-5.184920354605356829e-01
2.470278535103651030e-02,-5.979739056424059340e-01
4.392845456035934792e-02,-6.156934329375011172e-01
7.811706625951746197e-02,-6.644838405607976783e-01
1.389139705019461490e-01,-7.279540859927831065e-01
2.470278535103651030e-01,-8.029227507959154631e-01
4.392845456035935348e-01,-8.656282217530435474e-01
7.811706625951745364e-01,-9.327904901076481403e-01
