# pos_1,concentration
1.389139705019461386e-03,2.432574008605913995e+00
2.470278535103650856e-03,1.367936891623049211e+00
4.392845456035934966e-03,1.384645399941730304e+00
7.811706625951745156e-03,1.124707030953932874e+00
1.389139705019461560e-02,7.784236827538922876e-01
2.470278535103651030e-02,7.113271836439857276e-01
4.392845456035934792e-02,6.000130066414163243e-01
7.811706625951746197e-02,6.834758111181591378e-01
1.389139705019461490e-01,8.465357549948580029e-01
2.470278535103651030e-01,1.121708251130900225e+00
4.392845456035935348e-01,1.043099534622770275e+00
7.811706625951745364e-01,1.026944035186398763e+00
