# pos_1,average_velocity_axis
1.389139705019461386e-03,-6.700503150818040710e-02
2.470278535103650856e-03,-1.493177777722605182e-01
4.392845456035934966e-03,-2.415844440884530597e-01
7.811706625951745156e-03,-3.795315940020673739e-01
1.389139705019461560e-02,-5.284945395571217786e-01
2.470278535103651030e-02,-5.956603606147387042e-01
4.392845456035934792e-02,-6.131983617587360991e-01
7.811706625951746197e-02,-6.561405801729395249e-01
1.389139705019461490e-01,-7.157334267355941471e-01
2.470278535103651030e-01,-7.834577538104846584e-01
4.392845456035935348e-01,-8.436806349273384686e-01
7.811706625951745364e-01,-9.139939947808075615e-01
