# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,5.946866388109419699e-01
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,2.115038010445503824e-01
2.470278535103651030e-02,2.973433194054710960e-01
4.392845456035934792e-02,4.514627779316183753e-01
7.811706625951746197e-02,5.171551749959275579e-01
1.389139705019461490e-01,6.768121633425612238e-01
2.470278535103651030e-01,8.622956262758658674e-01
4.392845456035935348e-01,1.118624438652788156e+00
7.811706625951745364e-01,1.170651259763508811e+00
