# pos_1,concentration
1.389139705019461386e-03,2.141475985576072958e+02
2.470278535103650856e-03,1.892377839930533412e+02
4.392845456035934966e-03,8.706782145824070085e+01
7.811706625951745156e-03,2.176081515567279467e+01
1.389139705019461560e-02,6.118502815931636363e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,9.674202384248966613e-01
7.811706625951746197e-02,5.440203788918198669e-01
1.389139705019461490e-01,3.059251407965818403e-01
2.470278535103651030e-01,5.161030472537818659e-01
4.392845456035935348e-01,2.902260715274690428e-01
7.811706625951745364e-01,0.000000000000000000e+00
