# pos_1,concentration
1.389139705019461386e-03,1.221490247500374438e-01
2.470278535103650856e-03,6.868944444864479026e-02
4.392845456035934966e-03,1.931345660891989058e-01
7.811706625951745156e-03,8.688603826773053096e-02
1.389139705019461560e-02,2.442980495000748042e-01
2.470278535103651030e-02,3.091025000189016603e-01
4.392845456035934792e-02,4.905617978665651191e-01
7.811706625951746197e-02,5.734478525670214655e-01
1.389139705019461490e-01,7.536594827077308656e-01
2.470278535103651030e-01,9.018924056107061604e-01
4.392845456035935348e-01,1.156103512609944817e+00
7.811706625951745364e-01,1.114096225687974728e+00
