# pos_1,average_velocity_axis
1.389139705019461386e-03,-9.001248025035160638e-02
2.470278535103650856e-03,-1.569376328884684590e-01
4.392845456035934966e-03,-2.390159504424332615e-01
7.811706625951745156e-03,-3.616062802893704187e-01
1.389139705019461560e-02,-5.098731005602479271e-01
2.470278535103651030e-02,-6.247795730728712416e-01
4.392845456035934792e-02,-6.963817985100039243e-01
7.811706625951746197e-02,-7.537139658531375463e-01
1.389139705019461490e-01,-8.151977381408562762e-01
2.470278535103651030e-01,-8.879128202637198708e-01
4.392845456035935348e-01,-9.635973961249939546e-01
7.811706625951745364e-01,-1.041708833407443135e+00
