# pos_1,concentration
1.389139705019461386e-03,3.695948401501851777e+01
2.470278535103650856e-03,3.667737391651241463e+00
4.392845456035934966e-03,2.062520305271353216e+00
7.811706625951745156e-03,1.159840401698296386e+00
1.389139705019461560e-02,1.304452377000653307e+00
2.470278535103651030e-02,6.112895652752070585e-01
4.392845456035934792e-02,8.250081221085412420e-01
7.811706625951746197e-02,4.639361606793185322e-01
1.389139705019461490e-01,1.087043647500544274e+00
2.470278535103651030e-01,1.308159669688942817e+00
4.392845456035935348e-01,1.285637656952477004e+00
7.811706625951745364e-01,7.191010490529436971e-01
