# pos_1,concentration
1.389139705019461386e-03,1.608117135601556891e+00
2.470278535103650856e-03,1.808621442190974982e+00
4.392845456035934966e-03,5.085312892846766131e-01
7.811706625951745156e-03,8.579044773513054833e-01
1.389139705019461560e-02,8.040585678007781123e-01
2.470278535103651030e-02,1.266035009533682754e+00
4.392845456035934792e-02,9.662094496408855093e-01
7.811706625951746197e-02,1.344050347850378690e+00
1.389139705019461490e-01,1.125681994921089446e+00
2.470278535103651030e-01,1.003784900415991110e+00
4.392845456035935348e-01,9.001003820338777661e-01
7.811706625951745364e-01,9.980288753186853379e-01
