# pos_1,max_average_velocity_axis,parameter
1.389139705019461386e-03,-3.838890103642845358e-02,2.500000000000000000e-01
2.470278535103650856e-03,2.763587363912197725e-01,0.000000000000000000e+00
4.392845456035934966e-03,1.751648144112726568e-01,0.000000000000000000e+00
7.811706625951745156e-03,5.117022521205116109e-02,0.000000000000000000e+00
1.389139705019461560e-02,-1.018137609725859316e-01,0.000000000000000000e+00
2.470278535103651030e-02,-2.152807886557882855e-01,2.500000000000000000e-01
4.392845456035934792e-02,-2.684898680018195094e-01,2.500000000000000000e-01
7.811706625951746197e-02,-3.461945864383813021e-01,2.500000000000000000e-01
1.389139705019461490e-01,-4.160920495280066578e-01,2.500000000000000000e-01
2.470278535103651030e-01,-5.028438953551384039e-01,2.500000000000000000e-01
4.392845456035935348e-01,-5.815182172454763654e-01,2.500000000000000000e-01
7.811706625951745364e-01,-6.804380893422854459e-01,2.500000000000000000e-01
