# pos_1,average_velocity_axis
1.389139705019461386e-03,2.557211538466164225e-03
2.470278535103650856e-03,-5.209432648800004645e-02
4.392845456035934966e-03,-1.252843350981037163e-01
7.811706625951745156e-03,-2.178796035589593560e-01
1.389139705019461560e-02,-3.047141925554943676e-01
2.470278535103651030e-02,-3.703753454629196140e-01
4.392845456035934792e-02,-4.420574561403499136e-01
7.811706625951746197e-02,-5.237541368393805463e-01
1.389139705019461490e-01,-6.002791628317406536e-01
2.470278535103651030e-01,-6.898595191399717885e-01
4.392845456035935348e-01,-7.940303852856197553e-01
7.811706625951745364e-01,-8.867886770164793431e-01
