# distance__t_0.0,pdf__t_0.0,distance__t_0.058,pdf__t_0.058,distance__t_0.116,pdf__t_0.116,distance__t_0.174,pdf__t_0.174,distance__t_0.232,pdf__t_0.232
3.517737439484843538e-04,2.739183874075336789e+01,3.517737439484843538e-04,2.739183874075336789e+01,3.517737439484843538e-04,2.739183874075336789e+01,3.517737439484843538e-04,2.739183874075336789e+01,3.517737439484843538e-04,2.739183874075336789e+01
1.055321231845453116e-03,1.304702009359651171e+01,1.055321231845453116e-03,1.304702009359651171e+01,1.055321231845453116e-03,1.304702009359651171e+01,1.055321231845453116e-03,1.304702009359651171e+01,1.055321231845453116e-03,1.304702009359651171e+01
1.758868719742421715e-03,1.652881637850988739e+01,1.758868719742421715e-03,1.652881637850988739e+01,1.758868719742421715e-03,1.652881637850988739e+01,1.758868719742421715e-03,1.652881637850988739e+01,1.758868719742421715e-03,1.652881637850988739e+01
2.462416207639390314e-03,1.455371210597296461e+01,2.462416207639390314e-03,1.455371210597296461e+01,2.462416207639390314e-03,1.455371210597296461e+01,2.462416207639390314e-03,1.455371210597296461e+01,2.462416207639390314e-03,1.455371210597296461e+01
3.165963695536359347e-03,1.402286192336096526e+01,3.165963695536359347e-03,1.402286192336096526e+01,3.165963695536359347e-03,1.402286192336096526e+01,3.165963695536359347e-03,1.402286192336096526e+01,3.165963695536359347e-03,1.402286192336096526e+01
3.869511183433327946e-03,1.447030813257538640e+01,3.869511183433327946e-03,1.447030813257538640e+01,3.869511183433327946e-03,1.447030813257538640e+01,3.869511183433327946e-03,1.447030813257538640e+01,3.869511183433327946e-03,1.447030813257538640e+01
4.573058671330296546e-03,1.440449518728866529e+01,4.573058671330296546e-03,1.440449518728866529e+01,4.573058671330296546e-03,1.440449518728866529e+01,4.573058671330296546e-03,1.440449518728866529e+01,4.573058671330296546e-03,1.440449518728866529e+01
5.276606159227264711e-03,1.413766383646797209e+01,5.276606159227264711e-03,1.413766383646797209e+01,5.276606159227264711e-03,1.413766383646797209e+01,5.276606159227264711e-03,1.413766383646797209e+01,5.276606159227264711e-03,1.413766383646797209e+01
5.980153647124234612e-03,1.402066304484710457e+01,5.980153647124234612e-03,1.402066304484710457e+01,5.980153647124234612e-03,1.402066304484710457e+01,5.980153647124234612e-03,1.402066304484710457e+01,5.980153647124234612e-03,1.402066304484710457e+01
6.683701135021202777e-03,1.398537871520620968e+01,6.683701135021202777e-03,1.398537871520620968e+01,6.683701135021202777e-03,1.398537871520620968e+01,6.683701135021202777e-03,1.398537871520620968e+01,6.683701135021202777e-03,1.398537871520620968e+01
7.387248622918170943e-03,1.382041168995753644e+01,7.387248622918170943e-03,1.382041168995753644e+01,7.387248622918170943e-03,1.382041168995753644e+01,7.387248622918170943e-03,1.382041168995753644e+01,7.387248622918170943e-03,1.382041168995753644e+01
8.090796110815140843e-03,1.373450201778836544e+01,8.090796110815140843e-03,1.373450201778836544e+01,8.090796110815140843e-03,1.373450201778836544e+01,8.090796110815140843e-03,1.373450201778836544e+01,8.090796110815140843e-03,1.373450201778836544e+01
8.794343598712109009e-03,1.364567755317061604e+01,8.794343598712109009e-03,1.364567755317061604e+01,8.794343598712109009e-03,1.364567755317061604e+01,8.794343598712109009e-03,1.364567755317061604e+01,8.794343598712109009e-03,1.364567755317061604e+01
9.497891086609077174e-03,1.354672802004719578e+01,9.497891086609077174e-03,1.354672802004719578e+01,9.497891086609077174e-03,1.354672802004719578e+01,9.497891086609077174e-03,1.354672802004719578e+01,9.497891086609077174e-03,1.354672802004719578e+01
1.020143857450604707e-02,1.341648282063354714e+01,1.020143857450604707e-02,1.341648282063354714e+01,1.020143857450604707e-02,1.341648282063354714e+01,1.020143857450604707e-02,1.341648282063354714e+01,1.020143857450604707e-02,1.341648282063354714e+01
1.090498606240301524e-02,1.330853322661624638e+01,1.090498606240301524e-02,1.330853322661624638e+01,1.090498606240301524e-02,1.330853322661624638e+01,1.090498606240301524e-02,1.330853322661624638e+01,1.090498606240301524e-02,1.330853322661624638e+01
1.160853355029998341e-02,1.321541327839002200e+01,1.160853355029998341e-02,1.321541327839002200e+01,1.160853355029998341e-02,1.321541327839002200e+01,1.160853355029998341e-02,1.321541327839002200e+01,1.160853355029998341e-02,1.321541327839002200e+01
