# dissipation_rate,rms_flow_velocity,rms_vorticity,average_flow_velocity,average_streching,average_vorticity,taylor_micro_scale,taylor_scale_reynolds,kolmogorov_time_scale,kolmogorov_length_scale
5.112286831160887113e-01,4.184743908551266101e-01,8.070247157845068742e+00,7.248189066275160242e-01,1.044097583001782859e+01,1.397807810702598807e+01,1.013729084847347778e-01,2.121098306368094200e+01,6.254713070425498012e-02,1.118455459142249364e-02
