# log(rho), p(log(rho))
-4.605170185988090914e+00,0.000000000000000000e+00
-4.540633266464734419e+00,0.000000000000000000e+00
-4.476096346941377924e+00,0.000000000000000000e+00
-4.411559427418021428e+00,0.000000000000000000e+00
-4.347022507894664045e+00,0.000000000000000000e+00
-4.282485588371307550e+00,0.000000000000000000e+00
-4.217948668847951055e+00,0.000000000000000000e+00
-4.153411749324594560e+00,0.000000000000000000e+00
-4.088874829801238064e+00,0.000000000000000000e+00
-4.024337910277881569e+00,0.000000000000000000e+00
-3.959800990754524630e+00,0.000000000000000000e+00
-3.895264071231167691e+00,0.000000000000000000e+00
-3.830727151707811196e+00,0.000000000000000000e+00
-3.766190232184454700e+00,0.000000000000000000e+00
-3.701653312661098205e+00,0.000000000000000000e+00
-3.637116393137741266e+00,0.000000000000000000e+00
-3.572579473614384771e+00,0.000000000000000000e+00
-3.508042554091027831e+00,0.000000000000000000e+00
-3.443505634567671336e+00,0.000000000000000000e+00
-3.378968715044314841e+00,0.000000000000000000e+00
-3.314431795520958346e+00,0.000000000000000000e+00
-3.249894875997601851e+00,0.000000000000000000e+00
-3.185357956474244912e+00,0.000000000000000000e+00
-3.120821036950888416e+00,0.000000000000000000e+00
-3.056284117427531477e+00,0.000000000000000000e+00
-2.991747197904174982e+00,0.000000000000000000e+00
-2.927210278380818487e+00,0.000000000000000000e+00
-2.862673358857461992e+00,0.000000000000000000e+00
-2.798136439334105052e+00,0.000000000000000000e+00
-2.733599519810748557e+00,0.000000000000000000e+00
-2.669062600287391618e+00,0.000000000000000000e+00
-2.604525680764035123e+00,0.000000000000000000e+00
-2.539988761240678627e+00,0.000000000000000000e+00
-2.475451841717322132e+00,0.000000000000000000e+00
-2.410914922193965193e+00,0.000000000000000000e+00
-2.346378002670608698e+00,0.000000000000000000e+00
-2.281841083147252203e+00,0.000000000000000000e+00
-2.217304163623895263e+00,0.000000000000000000e+00
-2.152767244100538768e+00,0.000000000000000000e+00
-2.088230324577182273e+00,0.000000000000000000e+00
-2.023693405053825778e+00,0.000000000000000000e+00
-1.959156485530468839e+00,0.000000000000000000e+00
-1.894619566007112343e+00,0.000000000000000000e+00
-1.830082646483755848e+00,0.000000000000000000e+00
-1.765545726960398909e+00,0.000000000000000000e+00
-1.701008807437042414e+00,0.000000000000000000e+00
-1.636471887913685919e+00,0.000000000000000000e+00
-1.571934968390328979e+00,0.000000000000000000e+00
-1.507398048866972484e+00,0.000000000000000000e+00
-1.442861129343615989e+00,0.000000000000000000e+00
-1.378324209820259050e+00,0.000000000000000000e+00
-1.313787290296902555e+00,0.000000000000000000e+00
-1.249250370773546059e+00,4.949979151907363195e-06
-1.184713451250189120e+00,5.841859375298330553e-06
-1.120176531726832625e+00,2.072020294235309260e-05
-1.055639612203476130e+00,3.403341685148202056e-05
-9.911026926801191905e-01,7.190431631467366735e-05
-9.265657731567626954e-01,1.684789216570047933e-04
-8.620288536334062002e-01,3.190987111568823246e-04
-7.974919341100497050e-01,6.222011360237202429e-04
-7.329550145866927657e-01,1.102313720511557916e-03
-6.684180950633362706e-01,2.065130783555428097e-03
-6.038811755399793313e-01,4.178392600047437476e-03
-5.393442560166228361e-01,9.376135107670277927e-03
-4.748073364932663409e-01,2.178556515293691986e-02
-4.102704169699098458e-01,4.441516245104767946e-02
-3.457334974465533506e-01,1.065083660326565235e-01
-2.811965779231968554e-01,2.223058474733426437e-01
-2.166596583998394721e-01,5.147120829218959637e-01
-1.521227388764829769e-01,1.161415297585757456e+00
-8.758581935312648170e-02,2.367384597811630353e+00
-2.304889982976998652e-02,3.513454882222621034e+00
4.148801969358650865e-02,2.788883727419389391e+00
1.060249392169430038e-01,1.696593479975636365e+00
1.705618587403003872e-01,1.079794877490060090e+00
2.350987782636568824e-01,6.822074575361851689e-01
2.996356977870133775e-01,4.415244283570431416e-01
3.641726173103698727e-01,2.807491638021288871e-01
4.287095368337263679e-01,1.786715461646322112e-01
