# log(rho), p(log(rho))
-5.000000000000000000e+00,2.391845107430909965e-08
-4.944944944944944965e+00,2.935424578651060156e-08
-4.889889889889889929e+00,3.668291837345502516e-08
-4.834834834834834894e+00,4.538215048541376739e-08
-4.779779779779779858e+00,5.484984262797273791e-08
-4.724724724724724823e+00,6.875267742757565393e-08
-4.669669669669669787e+00,8.197625398288416460e-08
-4.614614614614614752e+00,9.955747733388251332e-08
-4.559559559559559716e+00,1.201708060324618848e-07
-4.504504504504504681e+00,1.483755810848550659e-07
-4.449449449449449645e+00,1.801661390946871676e-07
-4.394394394394394610e+00,2.196217136769687399e-07
-4.339339339339339574e+00,2.679519086187827142e-07
-4.284284284284284539e+00,3.296718790759686381e-07
-4.229229229229229503e+00,4.104627006499472645e-07
-4.174174174174174468e+00,5.012334177562671760e-07
-4.119119119119119432e+00,6.072952344206312292e-07
-4.064064064064064397e+00,7.375528635084981705e-07
-4.009009009009009361e+00,9.144479279428237811e-07
-3.953953953953953881e+00,1.106925747614967152e-06
-3.898898898898898846e+00,1.356908690911863213e-06
-3.843843843843843811e+00,1.659133997638748500e-06
-3.788788788788788775e+00,1.989610781634798692e-06
-3.733733733733733740e+00,2.396782342958110490e-06
-3.678678678678678704e+00,2.883076968013892047e-06
-3.623623623623623669e+00,3.535271141424387311e-06
-3.568568568568568633e+00,4.171633457515458227e-06
-3.513513513513513153e+00,5.115512251920270015e-06
-3.458458458458458118e+00,6.091363800083210617e-06
-3.403403403403403082e+00,7.396918519191466939e-06
-3.348348348348348047e+00,8.824668596021993617e-06
-3.293293293293293011e+00,1.050159022751280961e-05
-3.238238238238237976e+00,1.271109707819090845e-05
-3.183183183183182940e+00,1.558797910310334372e-05
-3.128128128128127905e+00,1.898374393593897568e-05
-3.073073073073072869e+00,2.265055703605306156e-05
-3.018018018018017834e+00,2.710188014449449746e-05
-2.962962962962962798e+00,3.294464333206633170e-05
-2.907907907907907763e+00,3.959347944649924442e-05
-2.852852852852852727e+00,4.719431536870149281e-05
-2.797797797797797692e+00,5.647975271434548975e-05
-2.742742742742742657e+00,6.862938015719604289e-05
-2.687687687687687621e+00,8.152006023304602766e-05
-2.632632632632632586e+00,9.656150043847349697e-05
-2.577577577577577550e+00,1.137406194767266347e-04
-2.522522522522522515e+00,1.367348156612256910e-04
-2.467467467467467479e+00,1.622861530234916215e-04
-2.412412412412412444e+00,1.910204502074429919e-04
-2.357357357357357408e+00,2.282423490948501691e-04
-2.302302302302302373e+00,2.712270501857686508e-04
-2.247247247247247337e+00,3.193491406238895621e-04
-2.192192192192192302e+00,3.706882993216101263e-04
-2.137137137137137266e+00,4.455427856483603309e-04
-2.082082082082082231e+00,5.199751539050922241e-04
-2.027027027027026751e+00,6.146473498845260409e-04
-1.971971971971971715e+00,7.259080414412203992e-04
-1.916916916916916680e+00,8.546756683921450694e-04
-1.861861861861861644e+00,1.008117675308941360e-03
-1.806806806806806609e+00,1.168562702580907241e-03
-1.751751751751751573e+00,1.375070679445327413e-03
-1.696696696696696538e+00,1.594855799436281987e-03
-1.641641641641641503e+00,1.874752576487536456e-03
-1.586586586586586467e+00,2.190509538678309630e-03
-1.531531531531531432e+00,2.565738728327524292e-03
-1.476476476476476396e+00,2.939001562007973259e-03
-1.421421421421421361e+00,3.391932984676887617e-03
-1.366366366366366325e+00,3.830884931064408409e-03
-1.311311311311311290e+00,4.373096277010344278e-03
-1.256256256256256254e+00,5.059765216910714139e-03
-1.201201201201201219e+00,5.707220119624723149e-03
-1.146146146146146183e+00,6.571846173437157108e-03
-1.091091091091091148e+00,7.556720963453565469e-03
-1.036036036036036112e+00,8.569564631185818890e-03
-9.809809809809806325e-01,9.634282031482714961e-03
-9.259259259259255970e-01,1.074344128307581740e-02
-8.708708708708705615e-01,1.226641823734956824e-02
-8.158158158158155260e-01,1.366693650703220374e-02
-7.607607607607604905e-01,1.544622431851948655e-02
-7.057057057057054550e-01,1.766261479612111357e-02
-6.506506506506504195e-01,2.014776180440072673e-02
-5.955955955955953840e-01,2.234411496517731480e-02
-5.405405405405403485e-01,2.525170931256340637e-02
-4.854854854854853130e-01,2.828338260339711280e-02
-4.304304304304302775e-01,3.147804807585961179e-02
-3.753753753753752420e-01,3.635576385562640928e-02
-3.203203203203202065e-01,3.862334244082334805e-02
-2.652652652652651710e-01,4.296253642763146058e-02
-2.102102102102101355e-01,4.658290248704554520e-02
-1.551551551551551000e-01,5.109981829806368309e-02
-1.001001001001000645e-01,5.445580227852834382e-02
-4.504504504504502904e-02,5.920943074989303695e-02
1.001001001001000645e-02,6.248378797040782945e-02
6.506506506506504195e-02,6.593881312279285811e-02
1.201201201201200774e-01,7.022038210685241366e-02
1.751751751751751129e-01,7.413483234001386202e-02
2.302302302302301484e-01,7.742554140956028896e-02
2.852852852852851839e-01,8.415227575853281849e-02
3.403403403403402194e-01,8.920060288184843145e-02
3.953953953953952549e-01,9.307541299974231297e-02
4.504504504504502904e-01,9.897382505708682277e-02
5.055055055055053259e-01,1.046468266647162942e-01
5.605605605605603614e-01,1.064909362542767052e-01
6.156156156156153969e-01,1.106408443071898451e-01
6.706706706706704324e-01,1.145515773872239629e-01
7.257257257257254679e-01,1.209236969200132156e-01
7.807807807807805034e-01,1.259160290088076894e-01
8.358358358358355389e-01,1.305183640865947015e-01
8.908908908908914626e-01,1.344381204328927715e-01
9.459459459459464981e-01,1.358005130387573700e-01
