# time, lyapunov_exponent_2
2.000000000000000042e-03,9.579907465545944856e-02
4.000000000000000083e-03,1.922548767912225509e-01
1.600000000000000033e-02,7.578210119794698274e-01
3.200000000000000067e-02,1.412769395040267995e+00
6.400000000000000133e-02,2.307464573022612431e+00
1.280000000000000027e-01,3.077366023541414197e+00
2.560000000000000053e-01,3.407773141620093149e+00
5.120000000000000107e-01,3.454201527341477007e+00
1.024000000000000021e+00,3.332798487436769097e+00
