# log(rho), p(log(rho))
-5.000000000000000000e+00,2.003251535174234336e-11
-4.944944944944944965e+00,2.251685424007036737e-11
-4.889889889889889929e+00,2.535090006267176335e-11
-4.834834834834834894e+00,2.860639849275712306e-11
-4.779779779779779858e+00,3.633363833477091915e-10
-4.724724724724724823e+00,4.066025405809263232e-10
-4.669669669669669787e+00,4.555827074565764891e-10
-4.614614614614614752e+00,5.122146527244551766e-10
-4.559559559559559716e+00,5.729929320996566680e-10
-4.504504504504504681e+00,6.452807074474334652e-10
-4.449449449449449645e+00,7.103682032295369088e-10
-4.394394394394394610e+00,7.914169273537743775e-10
-4.339339339339339574e+00,8.831204848775452534e-10
-4.284284284284284539e+00,9.880077055160093238e-10
-4.229229229229229503e+00,1.104087059491910506e-09
-4.174174174174174468e+00,1.234552398991301407e-09
-4.119119119119119432e+00,1.382132732409294461e-09
-4.064064064064064397e+00,1.548538975331336287e-09
-4.009009009009009361e+00,1.733871318182068376e-09
-3.953953953953953881e+00,1.952805744876449377e-09
-3.898898898898898846e+00,2.172964014878622111e-09
-3.843843843843843811e+00,2.432586253212951703e-09
-3.788788788788788775e+00,2.726651997154642317e-09
-3.733733733733733740e+00,3.059395420410084994e-09
-3.678678678678678704e+00,3.436834216136719735e-09
-3.623623623623623669e+00,3.867024641748690981e-09
-3.568568568568568633e+00,4.384506274142258622e-09
-3.513513513513513153e+00,4.913567924765062695e-09
-3.458458458458458118e+00,5.563645094961544044e-09
-3.403403403403403082e+00,6.253101171901804330e-09
-3.348348348348348047e+00,7.020789864817654887e-09
-3.293293293293293011e+00,7.923132447392595263e-09
-3.238238238238237976e+00,8.971229536388973916e-09
-3.183183183183182940e+00,1.019401055209656806e-08
-3.128128128128127905e+00,1.160486909145555678e-08
-3.073073073073072869e+00,1.326702397936496218e-08
-3.018018018018017834e+00,1.520799179240349118e-08
-2.962962962962962798e+00,1.751158790972743314e-08
-2.907907907907907763e+00,2.030982737979882913e-08
-2.852852852852852727e+00,2.377753907454797670e-08
-2.797797797797797692e+00,2.794307408423281548e-08
-2.742742742742742657e+00,3.338515437940842433e-08
-2.687687687687687621e+00,4.061743739896836960e-08
-2.632632632632632586e+00,5.084556581865238817e-08
-2.577577577577577550e+00,6.705576997167164600e-08
-2.522522522522522515e+00,1.010286437355936130e-07
-2.467467467467467479e+00,1.323985004538503706e-07
-2.412412412412412444e+00,9.333223975394256883e-08
