# vs,max_surftimeconst,max_average_velocity_axis
2.000000000000000000e+00,2.448979591836734304e+00,6.411892153709691788e-01
1.000000000000000000e+01,1.469387755102040671e+00,2.306111398246674771e+00
8.000000000000000000e+00,1.632653061224489610e+00,1.899294180699856449e+00
