# average_velocity_axis_0,95CLI,us/u_eta,surftimeconst/t_eta,reorientationtime/t_eta
# reorientationtime = 0
7.395827617187500369e-02,3.918230816962980229e-02,4.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
6.829021640625000666e-02,3.697545834432072048e-02,4.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
8.126950078125000365e-02,3.624800855654339293e-02,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-4.613199218750002606e-03,3.686502782425588043e-02,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
9.134476562499996982e-03,4.010201290208115221e-02,4.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01
# us 6
3.161679522123894692e-01,5.735973167646642862e-02,6.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
2.584734274336282778e-01,6.474115482444706138e-02,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.862438814159292078e-01,5.875325575500722763e-02,6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.710183088495575154e-01,6.828351491303347176e-02,6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.644787053097345186e-01,6.145009477892302702e-02,6.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
1.545096053097345101e-01,6.020208053138043774e-02,6.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
1.535163681415929182e-01,5.494049220415173074e-02,6.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
1.255793230088495527e-01,5.699637725448637726e-02,6.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
6.719494690265485903e-02,5.627748332236174461e-02,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
3.097224867256637496e-02,5.640342344622972792e-02,6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
2.184458672566371926e-02,5.327089177177615764e-02,6.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01
# us 10
5.868923424999999972e-01,9.588307208454271979e-02,1.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01
5.775697175000000794e-01,1.092843355995679333e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
3.722784899999999619e-01,1.062599511812446912e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
3.901920349999999926e-01,9.501142660764028136e-02,1.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00
3.816596599999999562e-01,9.788330290144961476e-02,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00
2.950803050000000427e-01,8.554822242601069215e-02,1.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00
2.121308949999999860e-01,9.910111144462575850e-02,1.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00
1.827945450000000027e-01,8.114864860015258419e-02,1.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00
1.747426599999999941e-01,7.864505509537333960e-02,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.379790550000000171e-01,7.636429877195934079e-02,1.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
3.192928249999999607e-02,8.094448279387170264e-02,1.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01
# us 20
1.246781240000000013e+00,2.835179384930925361e-01,2.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01
1.062159769999999837e+00,2.124997023110008210e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.681226799999999466e-01,1.885617751011688659e-01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
9.499865899999999641e-01,2.181898018730286382e-01,2.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00
8.083677799999999802e-01,1.612064266340222651e-01,2.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00
7.608739100000000422e-01,1.947547985706746254e-01,2.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00
8.342962400000001333e-01,2.180150261540584888e-01,2.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00
5.518328800000000811e-01,1.878170763198395987e-01,2.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+00
5.219733000000000844e-01,2.040585527467703442e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
3.845993499999999510e-01,1.486151744201617830e-01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
4.255054000000002556e-02,1.527543658499440071e-01,2.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01
