# time, lyapunov_exponent
2.000000000000000042e-02,3.371974635360914380e-02
4.000000000000000083e-02,5.544662209341855164e-02
1.600000000000000033e-01,2.004737755200866889e-01
3.200000000000000067e-01,3.452947865076780865e-01
6.400000000000000133e-01,4.838857605799344874e-01
1.280000000000000027e+00,6.145578816746996020e-01
2.560000000000000053e+00,7.091967272093790964e-01
5.120000000000000107e+00,6.977631929414150891e-01
7.679999999999999716e+00,7.121262693819848666e-01
