# time, lyapunov_exponent_2
2.000000000000000042e-02,5.072717838698820314e-02
4.000000000000000083e-02,9.315134214349202191e-02
1.600000000000000033e-01,2.570936588873625750e-01
3.200000000000000067e-01,4.137321784653067436e-01
6.400000000000000133e-01,5.597427427956396251e-01
1.280000000000000027e+00,6.785609935921945723e-01
2.560000000000000053e+00,7.454463458141351584e-01
5.120000000000000107e+00,7.106767752662443982e-01
7.679999999999999716e+00,7.123094452961284961e-01
