# time, log_rho_var
2.000000000000000042e-02,5.774972359243781819e-04
4.000000000000000083e-02,2.157939903404769173e-03
1.600000000000000033e-01,2.457583709778900921e-02
3.200000000000000067e-01,8.129036724089969135e-02
6.400000000000000133e-01,2.391635454329592569e-01
1.280000000000000027e+00,6.226111241657839024e-01
2.560000000000000053e+00,1.401193293196243639e+00
5.120000000000000107e+00,2.779132840952671213e+00
7.679999999999999716e+00,4.212552027001419397e+00
