# log(rho), p(log(rho))
-4.605170185988090914e+00,1.946689810447118698e-07
-4.582121286158320927e+00,2.099212632890438443e-07
-4.559072386328550053e+00,2.263024945529188640e-07
-4.536023486498780066e+00,2.404906640226019936e-07
-4.512974586669010080e+00,2.642388790297160324e-07
-4.489925686839240093e+00,2.833672162114607578e-07
-4.466876787009469219e+00,3.024484192865729454e-07
-4.443827887179699232e+00,3.304615620751066868e-07
-4.420778987349929245e+00,3.607838283459655198e-07
-4.397730087520159259e+00,3.883342094106669363e-07
-4.374681187690388384e+00,4.179629878694440636e-07
-4.351632287860618398e+00,4.537770854865758446e-07
-4.328583388030848411e+00,4.924140313330196965e-07
-4.305534488201077536e+00,5.249636391792650759e-07
-4.282485588371307550e+00,5.621955960563743877e-07
-4.259436688541537563e+00,6.074352006230428105e-07
-4.236387788711767577e+00,6.532895021806866220e-07
-4.213338888881996702e+00,6.903918270509958172e-07
-4.190289989052226716e+00,7.395387331358034953e-07
-4.167241089222456729e+00,8.168260517132177404e-07
-4.144192189392686743e+00,8.784250727927288469e-07
-4.121143289562915868e+00,9.566458609872662369e-07
-4.098094389733145881e+00,1.046413748894311945e-06
-4.075045489903375895e+00,1.151434011854474263e-06
-4.051996590073605020e+00,1.258091583481190242e-06
-4.028947690243835034e+00,1.364180230949065759e-06
-4.005898790414065047e+00,1.495941930428665587e-06
-3.982849890584295061e+00,1.633309841796649215e-06
-3.959800990754524630e+00,1.781521013940296677e-06
-3.936752090924754199e+00,1.893460114884992417e-06
-3.913703191094984213e+00,2.049959656636992960e-06
-3.890654291265213782e+00,2.186812674129086118e-06
-3.867605391435443796e+00,2.367567017152976793e-06
-3.844556491605673365e+00,2.534446911793434666e-06
-3.821507591775903379e+00,2.723520585175093439e-06
-3.798458691946132948e+00,2.917158436334763721e-06
-3.775409792116362517e+00,3.112736631881166966e-06
-3.752360892286592531e+00,3.308881517585316672e-06
-3.729311992456822544e+00,3.572741898475857450e-06
-3.706263092627052114e+00,3.900023409908355204e-06
