# log(rho), p(log(rho))
-4.605170185988090914e+00,1.974329478396140088e-07
-4.582121286158320927e+00,2.103961033515041709e-07
-4.559072386328550053e+00,2.251737493770768513e-07
-4.536023486498780066e+00,2.364134663025939016e-07
-4.512974586669010080e+00,2.527567101285115459e-07
-4.489925686839240093e+00,2.722718001684297555e-07
-4.466876787009469219e+00,2.935095045681638002e-07
-4.443827887179699232e+00,3.103150928047868342e-07
-4.420778987349929245e+00,3.332068733698146804e-07
-4.397730087520159259e+00,3.614705480587168495e-07
-4.374681187690388384e+00,3.824017816113360621e-07
-4.351632287860618398e+00,4.046639837864979056e-07
-4.328583388030848411e+00,4.282985637061810219e-07
-4.305534488201077536e+00,4.632502522906093643e-07
-4.282485588371307550e+00,4.905673518280058914e-07
-4.259436688541537563e+00,5.250752423201533999e-07
-4.236387788711767577e+00,5.565123397118152143e-07
-4.213338888881996702e+00,5.936492564736893848e-07
-4.190289989052226716e+00,6.446602632508334595e-07
-4.167241089222456729e+00,6.827664883293392585e-07
-4.144192189392686743e+00,7.335406564402750602e-07
-4.121143289562915868e+00,7.763074400240490379e-07
-4.098094389733145881e+00,8.177304226086303888e-07
-4.075045489903375895e+00,8.710458171809076833e-07
-4.051996590073605020e+00,9.180904776083820702e-07
-4.028947690243835034e+00,9.843008587598607450e-07
-4.005898790414065047e+00,1.055990480868286819e-06
-3.982849890584295061e+00,1.108766983549316599e-06
-3.959800990754524630e+00,1.175669358037367116e-06
-3.936752090924754199e+00,1.239613382045026161e-06
-3.913703191094984213e+00,1.324646386448828689e-06
-3.890654291265213782e+00,1.446268457766507703e-06
-3.867605391435443796e+00,1.518848908261227218e-06
-3.844556491605673365e+00,1.610207649257431695e-06
-3.821507591775903379e+00,1.706181649081657465e-06
-3.798458691946132948e+00,1.844352297732730869e-06
-3.775409792116362517e+00,1.965139116910400808e-06
-3.752360892286592531e+00,2.114995212772195120e-06
-3.729311992456822544e+00,2.240926069451497384e-06
-3.706263092627052114e+00,2.368042465240087481e-06
-3.683214192797281683e+00,2.486175652928175099e-06
-3.660165292967511697e+00,2.657882073000842881e-06
-3.637116393137741266e+00,2.789697686650941031e-06
-3.614067493307971279e+00,2.935612119964762398e-06
-3.591018593478200849e+00,3.074685785589968158e-06
-3.567969693648430862e+00,3.315029519733658495e-06
-3.544920793818660432e+00,3.507382810086025705e-06
-3.521871893988890001e+00,3.747061254496048262e-06
-3.498822994159120015e+00,4.015643374908114334e-06
-3.475774094329350028e+00,4.258147164241569064e-06
-3.452725194499579597e+00,4.512501583464494147e-06
-3.429676294669809167e+00,4.766226161080612682e-06
-3.406627394840039180e+00,5.021253787541073496e-06
-3.383578495010269194e+00,5.264181455829764165e-06
-3.360529595180498763e+00,5.614028775621223111e-06
-3.337480695350728332e+00,6.038758860805128478e-06
-3.314431795520958346e+00,6.283963534799117522e-06
-3.291382895691188359e+00,6.703064227913254166e-06
-3.268333995861417485e+00,7.078192499990141123e-06
-3.245285096031647498e+00,7.609424339304990973e-06
-3.222236196201877512e+00,8.035528141914033984e-06
-3.199187296372107081e+00,8.441901668938712542e-06
-3.176138396542336650e+00,8.857619856741821862e-06
-3.153089496712566664e+00,9.434669315014700502e-06
-3.130040596882796677e+00,1.030867681041646453e-05
-3.106991697053026247e+00,1.074753700649919696e-05
-3.083942797223255816e+00,1.135537432886396576e-05
-3.060893897393485830e+00,1.189171526920160508e-05
-3.037844997563715843e+00,1.271571798256613933e-05
-3.014796097733945413e+00,1.347790260720742396e-05
-2.991747197904174982e+00,1.399610223409927986e-05
-2.968698298074404995e+00,1.474043735147687701e-05
-2.945649398244634565e+00,1.567976896290100425e-05
-2.922600498414864134e+00,1.653287033101402494e-05
-2.899551598585094148e+00,1.721854980235897130e-05
-2.876502698755324161e+00,1.842693333814456326e-05
-2.853453798925553730e+00,1.940091988590306340e-05
-2.830404899095783300e+00,2.051993244857655056e-05
-2.807355999266013313e+00,2.149440889586450232e-05
-2.784307099436243327e+00,2.262658409119096815e-05
-2.761258199606472896e+00,2.365853208716720322e-05
-2.738209299776702466e+00,2.481024737005219137e-05
-2.715160399946932479e+00,2.640970301872206118e-05
-2.692111500117162493e+00,2.787602725512653643e-05
-2.669062600287391618e+00,2.972153322218306794e-05
-2.646013700457621631e+00,3.127082399038355143e-05
-2.622964800627851645e+00,3.379209687450621726e-05
-2.599915900798081214e+00,3.684207222187995621e-05
-2.576867000968311228e+00,3.951856027471760825e-05
-2.553818101138540797e+00,4.153461698341491217e-05
-2.530769201308770366e+00,4.248580266626544828e-05
-2.507720301479000380e+00,4.441048312465974764e-05
-2.484671401649229949e+00,4.756599305768445394e-05
-2.461622501819459963e+00,5.087529565584553262e-05
-2.438573601989689532e+00,5.373052177448515206e-05
-2.415524702159919546e+00,5.684586647650326777e-05
-2.392475802330149115e+00,6.017468852870844388e-05
-2.369426902500379128e+00,6.217842864870902985e-05
-2.346378002670608698e+00,6.564604363077579212e-05
-2.323329102840838711e+00,6.995782355577004233e-05
-2.300280203011068281e+00,7.221466822913543359e-05
-2.277231303181298294e+00,7.621773849482532909e-05
