# time, c_var
2.000000000000000042e-02,4.698071660181452451e-09
4.000000000000000083e-02,3.740366207808036570e-09
1.600000000000000033e-01,1.830998617685834271e-09
3.200000000000000067e-01,1.200135684650467246e-09
6.400000000000000133e-01,6.979858530199350935e-10
1.280000000000000027e+00,3.272319977039076434e-10
2.560000000000000053e+00,9.046850604724907591e-11
5.120000000000000107e+00,1.165118468066457273e-11
7.679999999999999716e+00,1.746036404632550342e-12
